,specialStudents_girls,cursosComunitarios,workingComputers,meanAge_4,meanAge_1,meanAge_2,numberCT,totalBoys,brokenWC,classSize_6,wallMaterial,computerGov,classSize_4,v_phoneService,totalWC,meanAge_3,margina,totalGirls,p_mat_std,cct
1750,0.0,1.0,0.5380952388999999,10.222222,6.1666665,7.083333500000001,1,3.75,601.25,2.0,0.89999998,0.1,4.0,0,0.0,8.0,1,2.25,-0.008058439,07KPR3614R
1751,0.0,1.0,0.85,9.555555300000002,6.0,7.25,2,6.75,1.0,3.0,0.30000001,0.1,7.666666499999999,0,1.0,9.125,1,8.25,-1.3415549,07KPR3615Q
1752,0.0,1.0,300.35,10.5625,6.7542734,7.3333330000000005,2,11.0,101.65,4.84333324,0.40000001,0.0,12.5,0,0.0,9.222222300000002,1,5.0,-1.4140415000000002,07KPR3616P
1753,0.0,1.0,200.0,9.833333999999999,6.5,7.0,1,2.75,1999.0,4.0,0.89999998,0.0,6.0,0,2.0,8.625,1,4.5,-0.038298894,07KPR3617O
1754,0.0,1.0,200.1,9.8000002,6.154761799999999,7.0,1,3.75,2999.0,5.1999999699999995,0.40000001,0.3,12.0,0,1.0,8.033333800000001,2,6.25,-1.500399,07KPR3618N
1755,0.025,1.0,0.5,10.0,6.75,8.2416668,1,7.0,3997.0,9.5,0.40000001,0.1,13.0,0,1.0,8.972222300000002,1,9.5,-1.5235302,07KPR3619M
1756,0.0,1.0,0.833333334,9.5,5.6666665,6.888888799999999,1,4.0,1.5,2.0,0.6499999950000002,0.0,3.3333333,0,0.0,7.5,2,3.6666667,0.19310372,07KPR3620B
1757,0.0,1.0,200.0,9.666667,5.9166665,7.25,1,6.0,2.0,4.0,0.2,0.0,4.3333335,0,1.0,8.666667,2,3.6666667,-0.33231455,07KPR3621A
1758,0.0,1.0,0.4,9.0,6.0,7.0,2,12.0,3.0,5.5,0.89999998,0.0,8.333333,0,1.0,8.0,2,6.3333335,-0.84507561,07KPR3626W
1759,0.0,1.0,0.7,11.0,6.0,7.0,2,1.0,1.0,2.6,0.40000001,0.0,2.0,0,1.0,9.0,1,2.0,1.0696473999999998,07KPR3627V
1760,0.0,1.0,0.75,9.0,6.666666499999999,7.166666499999999,2,3.3333333,1.2,2.0,0.89999998,0.0,3.5,0,0.0,8.666666000000001,2,3.6666667,-0.39469427,07KPR3628U
1761,0.0,1.0,0.866666669,8.666667,6.0,6.75,2,3.0,102.15,10.0,0.5,0.080000001,4.0,0,0.0,7.666666499999999,2,4.3333335,-1.1274798000000001,07KPR3630I
1762,0.0,1.0,300.1,9.5,6.0,7.25,2,4.6666665,2.0,4.0,0.89999998,0.0,4.0,0,1.0,8.5,2,5.6666665,0.44477799999999995,07KPR3631H
1763,0.0,1.0,100.45,9.0,6.0,7.0,1,5.0,101.15,4.5533332799999995,0.8499999830000002,0.23333333400000003,2.5,0,1.3,8.0,2,6.0,0.038145781000000004,07KPR3633F
1764,0.0,1.0,0.2,9.833333999999999,6.666666499999999,9.0,2,6.666666499999999,1.0,3.45714282,0.89999998,0.2,4.6666665,0,1.0,8.0,1,2.0,-1.2679528999999998,07KPR3636C
1765,0.0,1.0,100.2,10.5,6.1666665,7.5,2,3.0,200.6,3.0,0.40000001,0.1,3.5,0,0.0,8.0,2,1.6666666,0.25336546,07KPR3638A
1766,0.0,1.0,449.95,9.0,6.0,7.0,2,3.0,1.0,2.3333333,0.40000001,0.0,3.0,0,1.0,9.0,2,0.66666669,0.065954812,07KPR3639Z
1767,0.0,1.0,33.9,8.8928566,6.5170941,7.8444443,2,11.666667,1.0,5.0,0.2,0.0,17.5,0,1.0,8.8888893,1,11.0,-1.5988275,07KPR3640P
1768,0.0,1.0,0.55,11.0,6.0,7.0,2,3.3333333,302.55,2.0,0.2,0.0,5.0,0,0.0,8.666667,1,1.0,-1.289601,07KPR3641O
1769,0.0,1.0,499.8,9.666667,6.0,8.0,1,0.33333334,251.45,3.06166668,0.40000001,0.0,6.0,0,0.0,10.583333999999999,1,5.0,-1.8231383999999997,07KPR3642N
1770,0.0,1.0,300.3,8.5,5.5,7.166666499999999,1,2.6666667,1.15,2.0,0.7299999890000001,0.1,4.0,0,0.6,8.0,2,2.6666667,0.32187074,07KPR3644L
1771,0.0,1.0,200.3,9.333333,6.1333332,7.083333500000001,2,6.0,4995.0,3.0,0.40000001,0.3,6.666666499999999,0,1.0,8.5666666,1,5.0,-0.84773779,07KPR3645K
1772,0.0,1.0,0.8,8.333333,7.361111200000001,8.75,1,7.666666499999999,300.2,5.0,0.40000001,0.15,3.3333333,0,0.0,8.333333999999999,2,2.6666667,-1.0671164,07KPR3649G
1773,0.0,1.0,0.2,9.5,6.0,7.666666499999999,2,1.6666666,1.0,3.0,0.89999998,0.0,3.3333333,0,2.0,9.5,2,4.0,1.0957681000000001,07KPR3650W
1774,0.0,1.0,0.866666669,10.5,6.0,8.0,2,3.6666667,850.75,2.0,0.619999996,0.2,5.5,0,0.0,10.0,1,4.0,-1.5814738000000002,07KPR3651V
1775,0.0,1.0,100.5,10.375,6.0,7.1999998,2,11.0,1.0,8.18154774,0.40000001,0.0,18.5,0,1.0,8.833333,1,11.0,-1.2154499,07KPR3653T
1776,0.0,1.0,0.3,9.891304,6.0416665,7.083333500000001,1,16.0,202.1,10.7607148,0.40000001,0.0,26.5,0,0.0,8.8015871,1,17.666666,-1.8794436,07KPR3654S
1777,0.0,1.0,400.2,10.205291,6.125,7.375,2,17.333334,1.0,8.0,0.89999998,0.0,20.0,0,1.0,8.1499996,1,15.666667000000002,-1.1680285,07KPR3655R
1778,0.0,1.0,100.5,10.166666000000001,6.0,8.0,2,7.0,600.75,4.833333229999999,0.40000001,0.0,6.0,0,0.0,8.833333999999999,2,1.3333334,-0.58113241,07KPR3656Q
1779,0.0,1.0,0.38000000399999995,10.75,6.1666669999999995,7.75,2,2.3333333,2.0,4.0,0.89999998,0.0,7.0,0,2.0,9.5,2,6.0,-1.4027606000000001,07KPR3657P
1780,0.0,1.0,0.500000003,9.274880979999999,6.1111112,7.333333500000001,2,3.6666667,4.0,3.2633333,0.89999998,0.1,4.49499998,0,1.0,9.0,2,4.0,1.1723368,07KPR3658O
1781,0.0,1.0,0.466666669,9.0,6.0,8.375,1,2.5,0.0,4.5,0.89999998,0.066666669,4.0,0,0.0,9.666667,2,3.5,-0.61715525,07KPR3659N
1782,0.0,0.5,200.26666666900002,9.75,7.0,7.0,2,2.0,0.0,4.0,0.5,0.0,3.5,0,1.0,8.0,2,4.5,-0.50058806,07KPR3661B
1783,0.0,1.0,100.45,8.5,6.3333335,6.75,2,4.6666665,3.0,3.0,0.89999998,0.0,4.0,0,2.0,8.0,2,2.3333333,0.57498169,07KPR3665Y
1784,0.0,1.0,0.166666669,9.666667,6.0,7.0,1,2.3333333,1799.9,2.0,0.40000001,0.0,3.5,0,0.0,8.333333999999999,1,2.6666667,-0.87835115,07KPR3666X
1785,0.0,1.0,449.75,9.75,6.0,7.666666499999999,2,5.4000001,3.0,5.0,0.89999998,0.0,6.0,0,1.0,8.125,2,5.1999998,-0.92136544,07KPR3667W
1786,0.0,1.0,100.571428573,9.0666666,5.9000001,6.875,3,7.400000099999999,3.0,6.5,0.89999998,0.05,7.599999900000001,0,3.0,8.0,3,6.1999998,-1.3397861,07KPR3668V
1787,0.0,1.0,200.5,10.4125,6.5208335,7.0,2,2.8,101.15,3.0,0.40000001,0.1,4.100000001,0,0.0,10.0,2,2.4000001,-1.5658801000000002,07KPR3669U
1788,0.0,1.0,0.65,8.5,6.666666499999999,7.0,2,3.4000001,3.0,4.0,0.30000001,0.0,4.0,0,1.0,10.444445,1,2.8,-0.66176182,07KPR3670J
1789,0.0,1.0,0.35,9.229167,6.2416668,6.991666800000001,2,7.599999900000001,500.65,3.5,0.40000001,0.05,8.25,0,0.0,8.4333334,2,8.0,-0.61834735,07KPR3671I
1790,0.0,1.0,399.8,10.4541669,7.0,8.0,2,0.33333334,1.2,3.3316666600000007,0.40000001,0.0,3.5399999899999997,0,0.0,10.0,1,5.0,-1.6813037,07KPR3675E
1791,0.0,1.0,0.45,12.25,6.0,8.300000200000001,1,5.3333335,2.5,3.89000001,0.89999998,0.0,9.0,0,0.0,9.8000002,1,2.0,-0.81681293,07KPR3676D
1792,0.0,1.0,133.6,11.5,6.3333335,8.0341883,2,9.0,1799.3,6.03249998,0.40000001,0.1,13.0,0,0.0,9.5740738,1,9.0,-1.4039912,07KPR3677C
1793,0.0,1.0,0.7666666689999999,8.833333399999999,7.633333199999999,8.5,1,3.6666667,101.5,3.0,0.40000001,0.0,3.0,0,0.0,9.333333,2,2.3333333,-0.1299777,07KPR3679A
1794,0.0,1.0,0.6,9.2291666,8.3500004,8.1000004,1,4.6666665,3.0,3.41666665,0.40000001,0.1,3.60999999,0,1.0,10.2,2,1.3333334,-0.32791635,07KPR3680Q
1795,0.0,1.0,100.66666666900001,12.625,6.16583333,9.833333,1,1.0,1.0,4.0,0.89999998,0.0,5.0,0,5.0,10.06833329,2,5.0,0.91746056,07KPR3681P
1796,0.0,1.0,0.6,12.5,6.5,8.25,1,3.0,1.0,3.6142857200000003,0.40000001,0.0,4.0,0,0.0,11.444445,1,3.6666667,-1.4735472,07KPR3682O
1797,0.0,1.0,1.0,10.720239,6.1999998,7.541666499999999,1,22.333334,2.0,21.666666,0.40000001,0.0,21.0,0,2.0,9.119047199999999,2,17.0,-0.49521676,07KPR3684M
1798,0.0,1.0,0.8,9.79933334,6.0,7.8000002,2,2.6666667,1.75,2.0,0.89999998,0.0,6.49166675,0,0.0,8.8000002,1,8.333333,-1.6129467,07KPR3685L
1799,0.0,1.0,0.7,10.0,6.3333335,8.0,2,3.0,100.7,2.0,0.40000001,0.2,3.0,0,0.0,8.5,2,2.6666667,-0.19497994,07KPR3686K
1800,0.0,1.0,0.675,10.166667,5.6666665,7.5555558000000005,1,4.0,2.5,3.5,0.89999998,0.0,4.0,0,2.0,9.666666000000001,2,7.0,0.71853495,07KPR3687J
1801,0.0,1.0,205.2950001,10.5,6.0,8.5,1,4.0,301.5,3.69000001,0.1,0.0,4.12440476,0,0.0,9.833333,1,5.0,2.082839,07KPR3688I
1802,0.0,1.0,0.8,9.0,7.0,7.5,2,2.6666667,451.3,2.075,0.8099999850000001,0.330000001,2.5,0,1.7,8.0,2,1.3333334,-1.125572,07KPR3689H
1803,0.0,1.0,0.55,9.75,6.0,7.0,2,0.66666669,501.5,2.03333333,0.40000001,0.1,2.15,0,0.0,8.5,1,1.3333334,0.68202704,07KPR3692V
1804,0.0,1.0,250.15,9.333333,6.0,7.0,1,4.6666665,150.85,1.5,0.5,0.0,5.0,0,0.0,8.0,2,3.6666667,-1.372463,07KPR3693U
1805,0.0,1.0,100.5,9.333333999999999,6.0,7.222222299999999,2,8.0,151.25,2.0,0.89999998,0.0,9.0,0,0.0,8.0,1,4.6666665,0.060408473,07KPR3694T
1806,0.0,1.0,1.0,10.0,6.0,7.0,2,3.0,749.6,2.86666667,0.8999999800000003,0.0,1.5,0,1.1,8.0,1,3.6666667,-0.18803477,07KPR3695S
1807,0.0,1.0,0.540000001,9.6111107,6.0,7.333333500000001,2,4.6666665,201.65,4.5,0.89999998,0.05,7.333333500000001,0,0.0,9.083333,1,9.333333,-1.4557806,07KPR3696R
1808,0.0,1.0,300.3,9.555555300000002,5.8333335,7.166666499999999,1,6.0,52.0,5.0,0.40000001,0.3,7.0,0,0.0,8.666667,1,5.0,-1.2231226,07KPR3697Q
1809,0.0,1.0,0.25,9.166666000000001,6.188889,7.361111200000001,2,6.3333335,301.35,3.5,0.40000001,0.1,8.0,0,0.0,8.333333,2,7.666666499999999,-0.48923227,07KPR3698P
1810,0.0,1.0,200.5,9.0,7.5,8.75,2,4.0,800.8,5.0,0.40000001,0.0,3.0,0,0.0,8.5,2,3.6666667,-0.80033314,07KPR3700N
1811,0.0,1.0,150.235714287,9.0,6.0,7.0,1,7.0,0.4,5.86404762,0.40000001,0.0,9.0,0,0.0,8.0,3,6.666666499999999,-1.5676513,07KPR3701M
1812,0.0,1.0,499.9,9.06916656,6.0,7.0,2,5.0,2.0,4.0,0.40000001,0.0,5.687499949999999,0,1.0,8.0,1,5.6666665,-0.94807488,07KPR3702L
1813,0.0,1.0,80.12,9.25,6.0,6.900000099999999,2,8.0,1.0,6.0,0.89999998,0.13999999999999999,8.0,0,2.0,7.8333330000000005,2,10.5,-1.0655801999999999,07KPR3703K
1814,0.0,1.0,0.85,9.0,6.0,7.0,1,5.0,1001.5,8.5,0.89999998,0.0,5.0,0,2.0,8.5,1,6.5,-0.15751126,07KPR3704J
1815,0.0,1.0,0.733333334,8.75,5.25,6.25,1,4.0,3.0,8.0,0.89999998,0.05,8.0,0,1.0,7.0,2,8.0,-0.18370841,07KPR3705I
1816,0.0,1.0,200.466666668,9.5,6.0,6.75,3,3.5,1.0,6.0,0.40000001,0.0,5.0,0,1.0,9.5,2,4.5,0.23547259,07KPR3706H
1817,0.0,1.0,0.55,10.3,8.0,9.0,1,1.5,800.2,2.0,0.40000001,0.0,4.24583333,0,0.0,9.833333999999999,2,6.5,-0.77712095,07KPR3708F
1818,0.0,1.0,0.7,10.249583139999999,6.0,8.583333999999999,1,7.0,202.2,4.31190474,0.89999998,0.0,5.300000150000001,0,0.0,11.166667,2,2.0,-0.97943258,07KPR3709E
1819,0.0,1.0,100.5,10.5,6.0,9.0,2,1.5,451.35,2.43714285,0.89999998,0.0,5.0,0,0.0,8.75,2,5.0,-0.24892445,07KPR3710U
1820,0.0,1.0,599.65,9.0,6.10000005,7.0,2,1.5,500.0,2.075,0.40000001,0.0,3.0,0,0.0,8.5,2,1.5,-0.93696046,07KPR3711T
1821,0.0,1.0,10.5900002,11.0,6.0,8.0,1,5.0,302.8,2.83214288,0.40000001,0.0,7.0,0,0.0,10.0,1,2.0,2.0188725,07KPR3714Q
1822,0.0,1.0,0.4,10.958333,6.0555553,7.4571428,2,16.0,433.8,4.0,0.40000001,0.0,25.5,0,0.0,9.0,2,12.0,-1.7858713,07KPR3715P
1823,0.0,1.0,0.9,9.6000004,6.0,8.3999996,2,7.0,101.35,6.0,0.40000001,0.0,14.0,0,0.0,9.0,1,8.0,-0.83860373,07KPR3716O
1824,0.0,1.0,100.5,9.5,6.0,7.0,1,8.0,0.0,3.5,0.89999998,0.0,6.5,1,2.0,7.5,2,5.5,-1.1285018999999998,07KPR3718M
1825,0.0,1.0,1.0,9.0,10.0,8.0,2,3.5,1000.5,4.0,0.89999998,0.1,3.0,0,2.0,9.5,2,3.0,0.23662302,07KPR3720A
1826,0.0,1.0,0.55,9.0,6.0,7.0,2,3.5,1.0,2.0,0.89999998,0.183333338,3.5,0,2.0,8.0,2,2.5,-0.67340934,07KPR3722Z
1827,0.0,1.0,100.55,10.0,6.0,7.0,2,3.0,53.45,3.5,0.89999998,0.1,3.0,0,0.0,8.5,2,2.0,-1.4520631000000002,07KPR3725W
1828,0.0,1.0,150.25,9.41499996,7.1999998,9.7333336,1,5.0,301.1,4.81821427,0.8499999830000002,0.0,5.0100000399999995,0,0.0,11.0,2,3.5,-0.76350725,07KPR3726V
1829,0.0,1.0,0.75,10.6,6.8333330000000005,8.75,2,11.0,3.0,2.0,0.89999998,0.0,13.0,0,2.0,9.791666000000001,1,6.0,-1.3012317,07KPR3727U
1830,0.0,1.0,20.48,10.25,6.0999999,8.0,1,8.0,1449.05,3.0,0.89999998,0.0,6.5,0,0.0,9.0,2,10.5,-1.4312184,07KPR3729S
1831,0.0,1.0,100.50666667,11.1083333,6.0,7.0,2,0.0,4.0,2.50000001,0.5,0.3,3.2,1,1.0,8.0,1,3.0,0.58052957,07KPR3731G
1832,0.0,1.0,100.5,9.0,6.3333330000000005,7.8333330000000005,1,3.5,2.1,2.0,0.89999998,0.0,3.5,0,0.0,8.0,2,3.5,0.5882082,07KPR3732F
1833,0.0,1.0,100.240000001,9.166666000000001,6.0,7.5,2,5.0,101.10000002000001,6.5,0.40000001,0.0,7.0,0,0.0,8.5,1,9.0,-0.4592146,07KPR3733E
1834,0.0,1.0,0.1,9.0,6.0,7.5,2,6.5,2.0,6.5,0.40000001,0.0,3.5,0,1.0,8.5,2,5.0,0.45747122,07KPR3734D
1835,0.0,1.0,200.475,9.0,6.1666669999999995,7.5,2,5.5,800.4,6.489047569999999,0.40000001,0.1,4.5,0,0.0,8.666666000000001,1,5.0,-0.049579292999999997,07KPR3735C
1836,0.0,1.0,0.866666669,9.508333400000001,6.0,7.833333500000001,2,3.5,551.15,2.0,0.40000001,0.0,4.00833335,0,0.0,9.666667,2,2.0,1.5212647,07KPR3736B
1837,0.0,1.0,0.2,9.125,6.0,7.0,1,4.0,501.0,2.0,0.40000001,0.0,7.0,0,0.0,8.0,1,8.0,-0.79049343,07KPR3737A
1838,0.0,1.0,200.6,11.5,8.8999996,10.75,1,6.0,0.0,4.85714288,0.89999998,0.5,4.0,1,1.0,11.0,1,2.5,1.2296148999999998,07KPR3738Z
1839,0.0,1.0,1.0,9.28361101,6.8333330000000005,7.5,2,3.0,1.0,2.315,0.5,0.0,3.5333332899999994,0,2.0,8.081666559999999,2,2.0,-0.78889179,07KPR3739Z
1840,0.0,1.0,1.0,10.0,6.0,7.0,2,2.0,2.1,3.125,0.89999998,0.080000001,3.0,0,0.0,8.0,2,2.5,-1.1368794,07KPR3741N
1841,0.0,1.0,0.9166666689999999,8.583333999999999,6.0,7.0,2,6.0,4.0,10.5,0.89999998,0.0,6.0,0,1.0,7.5,2,7.5,-0.41373658,07KPR3743L
1842,0.0,1.0,0.833333334,8.25,6.1666669999999995,6.625,1,8.0,2.25,11.0,0.8999999800000003,0.0,6.0,0,1.9,7.75,2,11.5,-0.56454194,07KPR3745J
1843,0.0,1.0,1.0,12.0,8.6000004,7.0066666600000005,3,2.0,600.45,1.4,0.89999998,0.0,4.0,0,0.0,8.380952259999999,1,2.0,-0.42315179,07KPR3747H
1844,0.0,1.0,0.95,9.30166674,6.0,9.0,2,4.0,2.3,1.5,0.40000001,0.0,2.39999999,0,0.0,11.0,2,1.0,-0.78024834,07KPR3748G
1845,0.0,1.0,200.0,9.0,6.0,7.0,2,6.0,284.566666,7.0,0.89999998,0.1,6.0,0,0.0,8.0,2,5.0,-0.96761292,07KPR3749F
1846,0.0,1.0,5.7450001,14.0,6.0,9.5,1,6.0,1499.0,3.91666668,0.5,0.2,2.0,0,0.0,8.57333326,2,3.0,1.4168353,07KPR3750V
1847,0.0,1.0,86.67999999999999,9.0,8.5,7.0,1,5.0,401.3,3.0,0.40000001,0.0,2.0,0,0.0,8.664999859999998,1,4.0,-0.9483301,07KPR3752T
1848,0.0,1.0,0.85,9.04345236,7.5,11.333333,2,6.0,1.0,2.0,0.40000001,0.15,4.22952378,0,0.0,8.39960323,2,2.0,0.08416224300000001,07KPR3754R
1849,0.0,1.0,0.75,9.01553551,5.8333335,6.25,2,10.0,2497.5,5.0,0.89999998,0.0,7.47976194,0,2.0,7.97627974,2,3.0,-0.71332043,07KPR3763Z
1850,0.0,1.0,0.3,10.5,6.0,8.0,2,15.0,351.43333334,8.0,0.40000001,0.02,9.0,0,0.0,9.0,2,12.0,-1.6550128,07KPR3765X
1851,0.0,1.0,50.45,9.725,6.0875,12.0,1,4.0,52.85,4.2,0.1,0.0,4.0,0,0.0,8.0,1,2.0,-1.446523,07KPR3766W
1852,0.0,1.0,0.0,9.0,6.666666499999999,7.0803571199999995,2,6.0,0.5,5.995238160000001,0.549999992,1.0,3.0,0,2.0,8.0,2,4.0,-0.50870198,07KPR3767V
1853,0.0,1.0,799.3,10.333333,6.0,8.8000002,2,15.0,3.0,16.0,0.40000001,0.0,14.0,0,1.0,8.5,2,13.0,2.2060983,07KPR3768U
1854,0.0,1.0,200.5,9.0,6.0,7.0,1,2.0,4.0,2.0,0.89999998,0.15,2.0,0,2.0,8.57777777,2,3.0,-1.5780071000000002,07KPR3769T
1855,0.0,1.0,0.933333338,11.0,6.666666499999999,8.333333,1,6.0,600.9,4.0,0.8999999800000001,0.05,7.0,0,0.0,8.666667,2,10.0,0.49348304,07KPR3770I
1856,0.0,1.0,0.4,9.426428499999998,6.0,6.0,1,4.0,0.0,3.0,0.89999998,0.15,4.450000050000001,0,1.0,8.0,1,3.0,-1.1991147,07KPR3772G
1857,0.0,1.0,50.75,11.0,6.5,8.0,1,3.0,901.675,2.6400000199999996,0.7499999890000002,0.0,2.0,0,0.0,8.11916671,2,2.0,-1.0554758,07KPR3774E
1858,0.0,1.0,0.36666666800000003,9.0,6.0,7.56999993,1,2.0,1.225,5.0,0.89999998,0.0,5.0,0,0.0,8.0,2,6.0,-1.2931145,07KPR3780P
1859,0.0,1.0,300.0,11.0,6.666666499999999,8.5,3,9.0,2.0,12.0,0.40000001,0.066666669,11.0,0,2.0,9.0,1,13.0,-1.509034,07KPR3784L
1860,0.0,1.0,200.5,9.0,6.0,7.003174589999999,2,4.0,2.0,6.0,0.89999998,0.0,6.0,0,1.0,8.14373818,2,4.0,-1.3087142,07KPR3788H
1861,0.0,1.0,100.75,9.286111170000002,6.0,7.0,2,4.0,2.95,1.0,0.30000000999999993,0.066666669,2.39999999,0,0.0,8.0,2,1.0,-0.7394194000000001,07KPR3792U
1862,0.0,1.0,150.3,8.8999996,6.375,7.1875,2,4.125,51.55,4.5,0.89999998,0.6,4.5999999,0,0.0,7.972222299999999,2,2.875,0.018143546,07KPR4052G
1863,0.0,1.0,300.1,9.0688858,6.371474299999999,7.250366199999999,2,28.375,1.5,9.428571699999999,0.89999998,0.3,18.375,0,2.0,8.630009699999999,2,12.125,-0.89126825,07KPR4055D
1864,0.0,1.0,0.4,9.0,6.2857141,7.5,2,3.875,1.8,3.7142856,0.40000001,0.0,3.5,0,0.0,7.900000099999999,1,2.375,-1.1710927,07KPR4062N
1865,0.0,1.0,33.45,9.6999998,5.9285712,6.9285712,1,4.125,401.5,4.3333335,0.2,0.0,4.5999999,0,0.0,8.333333,1,2.375,-1.0336608,07KPR4070W
1866,0.0,1.0,0.5,8.8000002,6.5416665,7.5,1,2.375,1001.25,2.0,0.40000001,0.0,3.0,0,0.0,8.0,2,2.5,-0.70823807,07KPR4076Q
1867,0.0,1.0,0.8,8.928571699999999,6.085714299999999,6.8125,3,6.5,3997.0,6.0,0.89999998,0.15,5.8571429,0,1.0,8.15625,2,6.625,-0.95720291,07KPR4081B
1868,0.0,1.0,0.673333341,9.833333,6.099206400000001,7.320833199999999,3,7.375,2.0,5.1428571,0.89999998,0.05,6.4285712,0,2.0,8.716666199999999,2,7.875,-0.79889101,07KPR4082A
1869,0.0,1.0,799.3,9.0,6.3333335,7.0,2,1.5,849.65,2.19166666,0.7499999890000002,0.0,2.5,0,0.2,8.0,2,1.75,-1.0674591999999998,07KPR4085Y
1870,0.0,1.0,0.3,9.5,5.8000002,7.0,2,1.0,1.0,2.6666667,0.89999998,0.0,2.5,0,1.0,8.5,1,2.7142856,-0.66786015,07KPR4086X
1871,0.0,1.0,0.66666669,8.738095300000001,6.3035717,6.964285899999999,3,8.375,0.66666669,6.8571429,0.89999998,0.0,8.0,0,3.0,8.0476189,2,8.0,-0.79389071,07KPR4087W
1872,0.0,1.0,0.3,9.1111107,6.0,7.0,1,3.25,101.35,4.7142859,0.40000001,0.0,6.833333500000001,0,0.0,8.3125,1,8.625,-0.65568048,07KPR4088V
1873,0.0,1.0,0.6,9.333333,6.277777700000001,6.900000099999999,1,2.5,102.7,2.3333333,0.89999998,0.0,4.25,0,0.0,8.333333,2,2.625,-0.75722319,07KPR4090J
1874,0.0,1.0,0.65,8.571428300000001,6.21875,6.9444447,2,7.125,0.0,3.8333333,0.89999998,0.0,7.1428571,0,2.0,8.0357141,2,5.5,0.011193763999999998,07KPR4092H
1875,0.0,1.0,100.35,9.095237699999998,7.65625,7.277777700000001,2,6.625,1.0,5.0,0.89999998,0.05,6.8571429,0,1.0,8.904762300000002,2,5.25,-1.1155186000000001,07KPR4095E
1876,0.0,1.0,0.4,8.666667,6.266666900000001,6.900000099999999,1,2.25,501.85,3.3333333,0.89999998,0.0,2.3333333,0,0.0,8.0277777,2,3.25,-0.044279902999999995,07KPR4100Z
1877,0.03125,1.0,0.8,9.169445,6.047916900000001,6.901785899999999,1,11.125,1999.0,8.875,0.89999998,0.1,9.0,0,2.0,8.3166666,2,9.875,-1.1695156999999998,07KPR4102Y
1878,0.0,1.0,50.5,8.8000002,6.3333335,7.0,1,1.875,250.6,3.5999999,0.89999998,0.1,3.4000001,0,0.0,8.428571699999999,3,3.375,-0.22307891,07KPR4108S
1879,0.0,1.0,0.55,11.5,5.75,8.625,2,2.1428571,1.0,4.0,0.89999998,0.3,2.6666667,0,2.0,9.0,2,1.8571428,-0.24850072,07KPR4115B
1880,0.0,1.0,0.8,9.0,6.375,7.099999900000001,2,2.2857144,201.6,2.5,0.5,0.0,2.25,0,0.0,8.75,2,1.5714285,0.93858397,07KPR4120N
1881,0.0,1.0,0.9047619049,9.125,6.0833335,7.166666499999999,2,2.625,1.35,5.0,0.5,0.0,4.75,0,0.0,8.333333,1,4.0,-0.35796937,07KPR4127G
1882,0.0,1.0,300.35,8.777777699999998,6.1785712,7.099999900000001,2,3.125,2.0,5.0,0.89999998,0.0,3.25,0,2.0,8.8500004,2,2.125,1.6304108999999998,07KPR4129E
1883,0.0,1.0,100.6,8.5,6.095238200000001,6.7380952999999995,1,3.875,2.0,3.5,0.5,0.0,3.5999999,0,1.0,7.4047618,1,2.5,0.348777,07KPR4137N
1884,0.0,1.0,0.7,8.6333332,5.9642859,6.8571429,2,5.75,4.0,7.1428571,0.5,0.066666669,6.599999900000001,0,1.0,8.2142859,2,6.25,-0.64599979,07KPR4138M
1885,0.0,1.0,200.25,8.7142859,6.3888888,7.099999900000001,2,3.375,101.0,4.7142859,0.89999998,0.0,3.8571428999999995,0,0.0,8.333333,2,3.75,-0.47914118,07KPR4139L
1886,0.0,1.0,0.66666669,9.625,6.1666665,7.0,2,2.875,3.5,3.3333333,0.89999998,0.0,4.5999999,0,2.0,8.375,1,4.25,-1.1149373,07KPR4141Z
1887,0.0,1.0,999.0,10.166667,6.864583500000001,6.722222299999999,2,6.0,1.0,6.666666499999999,0.89999998,0.0,5.3333335,0,1.0,8.1224489,2,5.0,-1.3159418,07KPR4142Z
1888,0.0,1.0,0.35,9.333333,6.190475900000001,8.2666664,1,3.0,152.4,3.0,0.4699999999999999,0.05,4.5,0,0.0,8.625,1,2.375,-1.3556902,07KPR4144X
1889,0.0,1.0,0.7,9.166667,6.3571429,7.309523599999999,1,6.375,3997.0,6.8571429,0.89999998,0.1,7.4285712,0,1.0,8.1875,2,7.125,-1.0474709999999998,07KPR4151G
1890,0.025,1.0,0.9,8.916667,5.9000001,6.9444447,2,2.375,2.0,4.0,0.89999998,0.0,4.5,0,1.0,7.8571429,1,5.875,-0.38656816,07KPR4153E
1891,0.0,1.0,0.6,9.0,6.0,7.0,1,3.875,1.7,2.3333333,0.1,0.0,3.5999999,0,0.0,8.809523599999999,2,1.5,0.68034226,07KPR4155C
1892,0.0,1.0,0.775,9.5,6.75,7.5555553,1,4.5,1.0,2.6666667,0.89999998,0.0,4.6666665,0,1.0,9.3809519,2,3.25,0.72493339,07KPR4156B
1893,0.0,1.0,200.4,9.166667,6.1458335,7.099999900000001,2,4.75,1.05,3.75,0.40000001,0.3,4.1666665,1,0.0,8.708333,2,2.75,-0.73790455,07KPR4159Z
1894,0.0,1.0,150.15,8.8888893,5.8000002,7.1999998,1,3.375,2.0,3.3333333,0.40000001,0.0,3.3333333,0,1.0,8.5500002,2,2.5,-1.0676193,07KPR4160O
1895,0.0,1.0,99.95,9.0,6.645833500000001,7.0,2,4.25,3.0,4.1999998,0.89999998,0.0,5.0,0,1.0,8.416667,1,4.5,-0.36990049,07KPR4163L
