,cistern,workingComputers,directivesTeachers,classSize_5,roomQuality,mt_readTeachers,carrMagisterial,meanAge_2,classSize_6,students1,nivelCarrMagis,sexRatio_students,mt_speakStaff,meanAge_3,classSize_prim,graduateTeachers,margina,mt_readStaff,totalGirls,totalTeachers,preschoolAttendance,disabilitiesStudents,extraFacilities,safety,p_mat_std,cct
0,0.0,0.42857143,1.0,5.625,1.4,1.0,1.0,7.090277700000001,5.5,3.875,1.0,0.11268438,0.3125,8.3273811,5.3333335,0.875,2,0.5,15.25,1.0,1.0,0.066059403,2,2,-0.44173324,02DPB0001T
1,0.0,0.0,1.0,6.625,2.0,0.25,0.1875,7.166666499999999,7.0,5.25,0.1875,0.10237949,0.0,8.1215277,5.619047599999999,0.125,3,0.083333336,14.625,1.0,0.96651787,0.035406402999999996,1,2,-0.47052675,02DPB0003R
2,0.0,0.592857143,1.0,5.5,1.6,0.5,0.0,7.2044644,5.0,4.0,0.0,0.1254333,0.0625,8.302083,4.8333335,0.375,2,0.25,14.875,1.0,1.0,0.066938631,2,2,-0.46966061,02DPB0004Q
3,0.0,1.0,0.0,26.0,2.0,0.81439394,0.40535715,7.0098147,24.625,55.625,0.51607144,0.032294899,0.67202383,8.0838575,27.625,0.53598487,5,0.6541667,166.625,11.625,0.94959307,0.018353133,5,2,-0.27486551,02DPB0007N
4,0.0,0.90476191,0.0,23.333334,1.8,1.0078125,0.55469561,7.328174099999999,21.395834,62.75,0.82370138,0.07092812700000001,0.83765483,8.560931199999999,23.998264000000002,0.61731881,4,0.83765483,183.625,14.875,0.62518257,0.054890692000000005,3,0,-0.301705,02DPB0008M
5,1.0,0.60000002,0.0,14.3125,1.8,0.97500002,0.35044643,7.9313216,13.0,18.625,0.38169643,0.087268353,0.75327384,8.947312400000001,15.6875,0.39107144,2,0.75327384,45.875,5.0,0.3433615,0.033859722,6,7,-0.69425881,02DPB0010A
6,0.0,1.0,1.0,5.3333335,2.0,1.0,0.625,7.2318449000000005,4.0,5.875,1.125,0.12558275,0.375,8.3575897,5.266666900000001,0.66666669,3,0.375,10.625,0.75,0.85227275,0.042211175,2,8,-0.15119071,02DPB0011Z
7,0.0,0.88235295,0.0,23.4375,1.6,0.98784721,0.37478149,7.524236200000001,25.4375,39.25,0.5734266,0.026225822000000003,0.77323717,8.570871400000001,23.916666,0.51006943,3,0.77323717,106.125,9.125,0.8025915,0.0088696582,2,4,-0.11819725,02DPB0012Z
8,1.0,0.80000001,0.375,15.625,1.6,1.0,0.18923610000000002,7.896952199999999,13.375,37.875,0.2326389,0.034915182999999995,0.84603173,8.837202099999999,20.666666,0.49598214,3,0.84603173,73.875,6.0,0.63537502,0.0030432919,3,1,0.25926667,02DPB0013Y
9,0.3,0.60000002,1.0,15.375,1.2,1.0,0.36041668,7.233554400000001,12.875,21.375,0.36041668,0.033592939,0.79583335,8.4136448,17.666666,0.30208334,2,0.79583335,51.375,4.0,0.81195641,0.021169668,1,3,-0.19681643,02DPB0021G
10,0.5,0.60000002,0.0,22.6875,1.8,0.97500002,0.2669414,7.3090500999999986,21.6875,39.625,0.40098444,0.048304386,0.79097986,8.5678501,21.989584,0.37272727,2,0.79097986,110.875,10.75,0.75749534,0.0093706958,3,4,-0.097395211,02DPB0023E
11,1.0,0.71428573,0.0,26.9375,1.4,1.0288461,0.15260416,7.136972900000001,26.0625,66.5,0.20885417,0.037247567999999995,0.83802086,8.25807,28.267360999999998,0.60977566,2,0.83802086,165.875,12.625,0.86270863,0.037119109,4,3,-0.25533926,02DPB0024D
12,1.0,0.95833331,0.0,22.375,2.0,1.0178572,0.35257936,7.0134869,22.5,26.5,0.85709327,0.058922462,0.76443452,8.121789900000001,24.3125,0.67559522,4,0.76443452,71.5,6.25,0.94311386,0.033094451000000004,4,5,0.84807998,02DPB0028Z
13,0.0,1.0,1.0,6.0,2.0,1.0,0.77083331,7.452297200000001,5.125,13.25,0.85416669,0.054710302999999995,0.47916669,8.6737194,8.6875,0.5,2,0.47916669,21.75,1.125,0.56730771,0.0019841271,0,2,-0.97915596,02DPB0029Z
14,0.0,1.0,0.0,26.4375,1.6,1.0625,0.11481228,7.323255099999999,26.4375,43.375,0.13404304,0.049996488,0.83836997,8.4232578,26.40625,0.49318182,2,0.83836997,127.125,10.375,0.68847525,0.055400005999999995,3,5,0.024225926000000002,02DPB0031N
15,0.0,0.842857143,1.0,3.25,2.0,0.0,0.0,8.6756945,3.0,3.75,0.0,0.17827381,0.0,9.622023599999999,3.2777777,0.3485119079,3,0.0,6.875,0.0,0.03125,0.018181819,2,3,-0.53519291,02DPB0032M
16,1.0,1.0,0.0,20.3125,2.0,0.92708337,0.38936013,7.0980663,21.5,47.0,0.95282739,0.049813527999999996,0.85029763,8.2447758,22.260416,0.74715906,3,0.73363096,133.0,11.875,0.89178407,0.063579038,6,8,0.56944293,02DPB0033L
17,0.0,1.0,0.0,22.875,2.0,0.9375,0.5558036,7.293149499999999,22.0,23.875,0.81026787,0.039459743,0.71651787,8.3044052,23.1875,0.79166669,5,0.71651787,66.25,6.0,0.70526785,0.010853473,5,2,-0.16861245,02DPB0034K
18,0.0,0.83333331,0.0,24.4375,1.6,0.79109848,0.2044414,7.1270294000000005,23.8125,38.75,0.40453297,0.03394381,0.65647894,8.305522900000001,23.114584,0.5715909,3,0.65647894,131.25,11.125,0.85637259,0.01348892,5,5,0.0069658766,02DPB0035J
19,0.0,1.0,0.0,28.9375,1.2,0.95913464,0.44166666,7.0305948,27.0,51.5,0.85000002,0.056548264,0.77500004,8.1514101,27.416665999999996,0.60016024,2,0.77500004,158.125,12.125,0.94715106,0.016481628999999998,4,4,0.10939683,02DPB0037H
20,1.0,0.91666669,0.0,21.9375,2.0,0.99038464,0.47646105,7.116357799999999,23.3125,35.25,0.82873374,0.04910584900000001,0.91152596,8.316349,22.732639000000002,0.63269234,2,0.90259743,108.25,10.375,0.80700266,0.0,3,8,0.25375572,02DPB0041U
21,0.0,0.69999999,0.0,23.083334,1.8,0.9891414000000001,0.28436565,7.389112,20.354166,50.25,0.42691061,0.045179009000000006,0.8479687,8.5082788,21.822916,0.35094696,2,0.73963535,131.125,10.25,0.75725204,0.060086007999999996,5,0,-0.45736766,02DPB0043S
22,0.0,1.0,0.0,31.322917999999998,1.6,1.0339912,0.36923584,6.872688799999999,30.541667999999998,99.375,0.5172806999999999,0.014130493999999999,0.88469321,7.9600964,31.796875,0.86915207,5,0.88469321,283.0,18.5,0.93409115,0.010691118000000001,4,7,-0.13651447,02DPB0044R
23,0.0,0.73333335,0.0,25.5625,1.8,0.88611114,0.5212912000000001,7.6240053,27.9375,45.75,1.0401472999999999,0.038793806,0.82492507,8.7706928,26.847223,0.44779041,4,0.7177821999999999,122.5,10.125,0.54831892,0.016218074,3,0,-0.36143443,02DPB0045Q
24,0.0,0.97619045,0.0,37.4375,1.4,1.0133928,0.25474286,6.806067,34.666668,92.5,0.26826626,0.022000517999999997,0.81780398,8.082901,35.565971000000005,0.66071427,5,0.84905398,283.875,15.875,0.75774807,0.026097089,8,3,-0.51833987,02DPB0046P
25,0.5,1.0,0.0,21.625,1.6,1.015625,0.11805556,7.4454865,22.625,36.125,0.11805556,0.048435029000000004,0.89583331,8.5038481,23.833334,0.36979169,3,0.89583331,92.25,8.5,0.70238626,0.038834866,2,3,0.013929003,02DPB0047O
26,1.0,0.71428573,0.125,27.625,1.0,0.9375,0.028124998999999998,7.095171000000001,28.1875,32.0,0.028124998999999998,0.025884014,0.74218976,8.1096268,28.885415999999996,0.39955357,2,0.74218976,94.75,6.875,0.80090219,0.03457433,5,3,0.092120774,02DPB0048N
27,1.0,0.5,0.0,17.625,2.0,1.0416665999999999,0.46180555,7.6094669999999995,16.625,16.875,1.134375,0.060373183,0.74861109,8.7921715,17.979166,0.70833331,3,0.74861109,57.625,6.0,0.78873515,0.045290112,6,8,0.44298381,02DPB0050B
28,0.0,0.82352942,0.0,23.0,1.2,0.98958337,0.42316851,7.4347425000000005,22.625,41.25,0.83571428,0.03436242,0.81252289,8.6620302,22.5,0.75473487,2,0.81252289,126.75,11.375,0.58283275,0.0045093787,4,4,-0.12365606,02DPB0051A
29,1.0,1.0,0.625,22.25,1.6,1.0,0.24226192,7.4373016000000005,22.25,28.125,0.26011905,0.048873047999999995,0.84404761,8.5980673,24.354166,0.62916666,2,0.84404761,73.25,5.5,0.65719515,0.012050594,3,6,-0.47233737,02DPB0052Z
30,0.0,0.58333331,0.0,32.1875,1.6,0.96875,0.12184343,7.2561526,29.5625,39.875,0.14457071,0.039974757,0.79864269,8.3002939,30.489582000000002,0.46800596,5,0.79864269,109.375,8.125,0.77152729,0.038767379,4,9,-0.30803463,02DPB0053Z
31,0.0,1.0,0.0,24.0,1.6,0.71562499,0.27073863,7.224906,23.25,35.75,0.31136364,0.047422505999999996,0.6446023,8.4365263,25.458334,0.53020835,3,0.59573865,111.875,8.5,0.83618653,0.010269614,4,3,0.019174771,02DPB0054Y
32,1.0,1.0,0.625,22.625,2.0,1.0,0.22529763,7.628872900000001,22.6875,44.375,0.22529763,0.017252402,0.8785218000000001,8.7170334,24.84375,0.49483678,2,0.8785218000000001,97.125,7.625,0.55861253,0.0098352963,2,6,0.15009489999999998,02DPB0055X
33,0.0,0.97619045,0.0,28.8125,1.4,0.88984036,0.25221601,7.114522,27.541665999999996,85.625,0.33064741,0.017388612,0.77119231,8.2240887,29.527779,0.61019981,5,0.77119231,218.875,14.875,0.68822271,0.043304387,8,3,-0.25432003,02DPB0056W
34,0.0,0.66666669,0.0,17.125,1.8,0.83333331,0.4107143,7.6177826,15.125,17.5,0.8035714,0.09566551400000001,0.72321427,8.8032169,17.791666,0.46250001,2,0.70238096,46.125,5.375,0.7052483,0.04857020099999999,5,0,-0.48898178,02DPB0058U
35,0.0,0.0,1.0,5.125,1.8,0.25,0.0,6.9831848,5.0,6.75,0.0,0.092954211,0.125,8.389286,5.2916665,0.75,4,0.125,16.625,1.0,0.875,0.0,0,8,-0.8078407,02DPB0059T
36,0.0,1.0,0.0,24.5,1.6,1.0238095999999999,0.10416667,7.3965569,21.25,30.625,0.14930555,0.06208057,0.85391867,8.605343800000002,26.083334,0.6160714,5,0.84002978,86.625,6.25,0.55708331,0.013884108999999999,4,9,-0.47851494,02DPB0060I
37,1.0,1.0,0.875,16.1875,1.6,0.9041667,0.17827381,7.330832000000001,13.125,29.875,0.17827381,0.050566074,0.75476193,8.6961508,18.579860999999998,0.28928572,2,0.75476193,71.875,5.375,0.72671378,0.0048621995,3,5,-0.37285566,02DPB0061H
38,1.0,1.0,0.75,21.25,1.2,0.90729165,0.20923972,7.356975099999999,16.75,36.5,0.22173972,0.076557122,0.70738184,8.632280300000001,21.625,0.47534722,2,0.70738184,78.0,6.25,0.63835162,0.048663564000000006,3,6,-0.65002942,02DPB0062G
39,0.0,0.5,1.0,11.0,1.6,0.71875,0.2,8.1801777,12.0,20.375,0.22499999,0.044083197000000005,0.48750001,9.705607400000002,15.416666000000001,0.77083331,2,0.48750001,35.625,2.875,0.20133503,0.053918544000000006,3,5,-0.23076859,02DPB0063F
40,1.0,1.0,1.0,13.666667000000002,1.0,0.97142857,0.29523811,7.5671954,11.333333,22.714285,0.29523811,0.029798200000000004,0.72380954,8.7561769,17.0,0.78571427,2,0.72380954,48.0,3.2857144,0.35225365,0.03192411,5,3,-1.0077744,02DPB0064E
41,0.0,0.675000001,1.0,3.8,1.6800000000000002,0.83333331,0.0,7.514657000000001,5.3333335,5.0,0.0,0.086614043,0.21428572,8.8955021,6.3333335,1.0,2,0.21428572,12.571428,0.5714286,0.36904761,0.015389083000000001,0,6,0.038996357,02DPB0065D
42,1.0,0.95999998,0.85714287,20.333334,2.0,0.95238096,0.65714288,8.0990667,21.333334,13.285714000000002,0.70476192,0.036643817999999995,0.63809526,9.127480499999999,12.1208334,0.83333331,2,0.60238093,31.714284999999997,2.1428571,0.33115497,0.010760576,3,8,0.074632876,02DPB0066C
43,0.0,1.0,0.71428573,24.75,1.6,1.0238095999999999,0.13265306,7.80093,21.666666,24.571428,0.20408164,0.055985626,0.76054424,9.047023800000002,24.666666,0.32653061,3,0.76054424,51.714287,4.1428571000000005,0.62499148,0.006744592,4,3,-0.70768327,02DPB0067B
44,1.0,0.16666667,0.85714287,15.5,1.6,1.0,0.53758502,6.9889922,11.071428,21.714285,0.62942177,0.046882085999999996,0.79030615,8.1187992,17.690475,0.81190479,2,0.79030615,61.42856999999999,4.2857141,0.95690739,0.0025062656,3,1,-0.076473862,02DPB0068A
45,0.0,0.75,1.0,8.666667,1.8,0.26666668,0.0,7.122685400000001,6.1666665,16.5,0.0,0.068822518,0.25,8.5512228,11.027778,0.88333333,5,0.16666667,31.833334000000004,2.0,0.72972029,0.0085719852,0,1,-0.56377506,02DPB0069Z
46,0.0,0.722222221,1.0,3.3333333,1.8,0.0,0.0,6.763888799999999,4.0,2.3333333,0.0,0.09604377300000001,0.0,8.0333328,3.5666665999999996,0.185714288,2,0.0,10.5,0.0,0.7166667,0.039743591,2,0,-0.62824565,02DPB0070P
47,1.0,1.0,1.0,14.0,1.8,0.75833333,0.22777778,7.1775494,11.166667,19.166666,0.22777778,0.045935452,0.75277781,8.3117428,15.694445000000002,0.39444447,4,0.58611113,45.0,3.5,0.82525378,0.042567991,1,3,-0.51916564,02DPB0071O
48,0.5,1.0,1.0,6.666666499999999,1.8,0.94444442,0.0,7.301065400000001,6.0,10.833333,0.0,0.035431679,0.70833337,8.8695364,9.222222300000002,0.38888890000000004,2,0.6111111,32.666668,2.0,0.46057647,0.01771605,2,0,-0.33194533,02DPB0072N
49,1.0,0.66666669,0.80000001,13.4,1.8,0.92000002,0.28,7.2437859,11.6,19.799999,0.61333334,0.12505759,0.72666669,8.554900199999999,17.1,0.33000001,2,0.72666669,45.599998,4.1999998,0.89122808,0.037196882,2,0,-0.21865706,02DPB0073M
50,1.0,0.685714287,1.0,7.5,2.0,1.0,0.33333334,7.9305019,6.3333335,16.25,0.33333334,0.041509107,0.54166669,9.3644838,12.055555,0.5,2,0.54166669,29.75,1.25,0.45625001,0.02123451,0,3,-0.18164648,02DPB0075K
51,0.0,1.0,0.75,11.75,1.6,1.0,0.0,6.724404799999999,10.75,10.5,0.0,0.026633276,0.75,7.8989047999999995,12.541666000000001,0.75,2,0.75,37.75,3.0,0.75,0.011538462,2,5,-0.53749287,02DPB0076J
52,0.4,1.0,0.875,16.875,1.4,0.97500002,0.072916672,7.325800900000001,14.625,24.625,0.072916672,0.041504368,0.78854167,8.4672852,21.072916,0.45386904,2,0.78854167,65.75,4.5,0.6797123,0.088544913,1,7,-0.41698864,02DPB0078H
53,1.0,0.5716666730000001,1.0,9.0,1.2,1.0,0.66666669,7.7846155,10.0,8.666667,1.0,0.04828104,0.5,9.518518400000001,9.555555300000002,0.33333334,2,0.5,30.0,1.0,0.73412699,0.015151516,3,6,-1.0949316999999998,02DPB0079G
54,0.0,0.28714286099999997,1.0,19.0,1.8,0.66666669,0.36111109999999996,7.4190478,12.666667,9.333333,0.36111109999999996,0.058018125999999996,0.41666666,8.4494944,14.333333999999999,0.38888890000000004,5,0.41666666,33.0,2.0,0.79166669,0.10957543,4,4,-0.60523427,02DPB0080W
55,1.0,0.475,1.0,4.5,1.6,0.0,0.0,7.25,5.5,4.3333335,0.0,0.081196584,0.0,7.3000002,5.0,0.36738095400000004,2,0.0,8.666667,0.0,0.5,0.044444446,3,5,-0.51617664,02DPB0081V
56,1.0,0.773876324,1.0,19.0,1.8,1.0,0.0,7.03125,14.0,24.0,0.0,0.06861472099999999,0.75,8.4377823,19.666666,0.0,3,0.75,53.5,3.5,0.91666663,0.0090361442,0,4,-0.61153519,02DPB0082U
57,0.0,0.550000003,1.0,8.0,2.0,1.0,0.0,7.333333500000001,10.0,11.0,0.0,0.055555556,0.5,8.0,7.666666499999999,0.0,5,0.5,18.0,1.0,0.72727275,0.021739131000000002,2,7,-0.9773677,02DPB0083T
58,0.0,1.0,1.0,5.0,1.54,0.0,0.0,8.0,3.0,3.0,0.0,0.07692308,0.0,8.5,3.5,0.2107142875,2,0.0,13.0,0.0,0.0,0.0,0,1,-0.6119743000000001,02DPB0084S
59,0.0,0.642857143,1.0,5.0,1.42,0.0,0.0,8.0,6.0,8.0,0.0,0.095238097,0.0,7.599999900000001,6.5,0.4,3,0.0,21.0,0.0,0.375,0.0,1,3,-0.25345632,02DPB0085R
60,0.0,0.8074603220000001,1.0,9.0,1.78,0.0,0.33333334,7.777777700000001,10.0,8.0,0.33333334,0.03125,0.0,8.0,9.833333,1.0,5,0.0,32.0,2.0,0.25,0.050847456,0,1,-0.01821465,02DPB0087P
61,0.0,0.0,1.0,3.5,2.0,0.0,0.0,7.366666800000001,3.0,3.5,0.0,0.16331169,0.0,8.5083332,3.5208333,0.21666666699999998,2,0.0,11.5,0.0,0.77083331,0.0,2,2,-0.10544834,04DPB0001R
62,0.0,0.44444445,1.0,3.875,2.0,0.0,1.0,7.238690400000001,3.875,4.0,1.875,0.10325039999999999,0.0,8.489583,3.6875,0.6125,2,0.0,12.375,0.0,0.0,0.0,0,4,-0.75703645,04DPB0004O
63,0.0,0.66666669,1.0,5.75,1.6,1.0,0.8125,7.164682400000001,5.625,6.25,1.25,0.24129073,0.5,8.517311099999999,6.3333335,1.0,2,0.5,18.375,1.0,1.0,0.0289305,1,6,-1.0691726000000001,04DPB0006M
64,0.0,0.0,1.0,9.125,1.26,0.25,0.16666667,7.4528465,9.0,8.25,0.25,0.13903603,0.16666667,8.758270300000001,9.708333,0.8125,1,0.16666667,29.875,2.0,0.6111111,0.0040208441,2,5,-0.16472925,04DPB0009J
65,0.0,0.75,1.0,7.375,2.0,1.0,0.60416669,7.465476,5.875,9.375,0.64583337,0.20345248,0.4375,8.8683491,8.770833,1.0,1,0.4375,23.75,1.125,1.0,0.023390643,2,3,0.32075438,04DPB0010Z
66,0.0,0.92307693,1.0,4.375,1.4,1.0,0.0,7.243750099999999,4.25,4.875,0.0,0.23323378,0.25,8.458333,4.4791665,1.0,2,0.25,10.5,0.5,0.015625,0.032973349,2,5,-0.66188067,04DPB0011Y
67,1.0,0.047619049000000004,0.0,20.375,2.0,0.875,0.625,7.0643635,18.625,27.375,1.5535715,0.070817322,0.75,8.1975555,22.9375,0.83333331,2,0.75,66.0,6.0,0.97735631,0.020011676000000003,2,3,0.46647486,04DPB0012X
68,1.0,1.0,1.0,12.625,1.4,0.375,0.25,7.378777499999999,12.125,14.75,0.53125,0.12523910000000002,0.375,8.4220572,13.604167000000002,0.375,2,0.28125,39.5,3.0,0.875,0.0084269661,3,3,-0.30857655,04DPB0013W
69,1.0,0.52380955,1.0,4.875,1.8,0.875,0.625,6.881547500000001,4.5,5.25,1.5,0.14101107,0.4375,8.1227179,5.125,0.75,2,0.4375,13.375,1.0,0.875,0.011054942,1,4,-0.31297877,04DPB0014V
70,0.0,0.66666669,1.0,7.25,1.2,0.375,0.0,7.1666527,7.125,7.625,0.0,0.13537215,0.1875,8.397569699999998,7.583333500000001,0.25,2,0.1875,26.125,1.0,0.8125,0.0030487803999999998,0,4,-0.94235545,04DPB0017S
71,1.0,1.0,1.0,11.25,1.4,0.5,0.041666668,7.4454365000000005,10.125,8.125,0.041666668,0.13249974,0.33333334,8.2038307,9.708333,0.9375,2,0.33333334,27.0,2.0,0.9861110999999999,0.040471695,2,5,0.0080305813,04DPB0018R
72,1.0,0.5,1.0,15.75,1.0,0.0,0.41666666,7.0369792,15.375,15.375,0.57291669,0.029083101,0.1875,8.0835066,15.520832999999998,0.5625,2,0.0,42.875,2.875,1.0,0.062981009,1,2,0.56412768,04DPB0019Q
73,1.0,0.71428573,0.0,11.75,2.0,1.0,0.77380955,7.2793269,10.875,10.5,1.2648808999999999,0.083730161,0.83333331,8.4226933,11.916667,0.9083333,2,0.83333331,31.5,5.625,0.9636364,0.064934395,1,3,-0.32307231,04DPB0020F
74,0.0,0.0,1.0,7.75,1.2,1.0,0.41666666,7.1025796,6.875,5.875,0.66666669,0.09718283300000001,0.47916666,8.289011,7.270833500000001,0.875,2,0.47916666,23.25,1.0,1.0,0.037325107,2,2,-0.1372731,04DPB0021E
75,0.0,0.0,1.0,10.625,1.4,0.125,0.125,7.5204048,10.5,10.625,0.125,0.17830576,0.16666667,8.500805900000001,11.5,0.5625,1,0.083333336,24.375,2.0,1.0,0.022811625,0,3,-0.72301614,04DPB0022D
76,0.0,0.5,1.0,11.5,1.6,0.125,0.45833334,7.3299065,8.125,5.875,0.54166669,0.32144842,0.083333336,8.7442951,8.770833,0.5,2,0.083333336,23.375,2.0,1.0,0.0,2,4,0.79932904,04DPB0025A
77,0.0,0.0,1.0,3.625,1.8,0.0,0.0,7.443154799999999,3.1428571,5.5,0.0,0.29263327,0.0,8.8583336,4.5714288,0.2625,1,0.0,14.375,0.0,0.70833331,0.0,1,2,-0.15779053,04DPB0026Z
78,0.0,0.27272728,1.0,4.375,1.4,0.66666669,0.3125,7.474256,4.0,7.375,0.3125,0.20620915,0.125,8.6015873,5.3333335,1.0,1,0.125,15.375,0.375,0.0,0.033907685,1,5,-0.091262035,04DPB0027Z
79,0.0,1.0,1.0,11.125,1.4,0.5,0.0,7.026763000000001,8.375,12.0,0.0,0.098755404,0.33333334,8.409301800000001,11.979167,0.5,2,0.33333334,41.5,2.0,1.0,0.0082032215,1,3,-0.37845009999999996,04DPB0028Y
80,1.0,0.546666667,1.0,7.5,2.0,0.5,0.375,6.9116073,7.25,7.5,0.375,0.057268038,0.33333334,8.1055288,7.9375,0.9375,2,0.33333334,23.5,2.0,0.875,0.094523564,0,5,-0.31612629,04DPB0029X
81,0.0,0.083333336,1.0,11.875,1.8,0.8416667,0.15000001,7.195928599999999,12.0,15.0,0.27916667,0.099824235,0.6895833,8.381961800000001,13.770832999999998,0.79583335,2,0.6895833,40.625,4.5,0.81123185,0.014841481,1,2,0.06938245900000001,04DPB0032K
82,0.0,0.40000001,1.0,7.0,1.4,1.0,0.75,7.356654600000001,5.5,9.625,0.83333337,0.13876648,0.625,8.5521755,7.9375,0.5,2,0.625,24.625,1.75,0.96875,0.053810511,1,1,0.34872183,04DPB0035H
83,0.0,0.46666667,1.0,7.0,1.8,0.75,0.47916669,7.209374900000001,6.0,6.625,2.4791667,0.11375325,0.41666669,8.500216499999999,7.354166499999999,1.0,2,0.29166669,23.5,1.0,1.0,0.048975280999999996,0,5,-0.5186162,04DPB0037F
84,1.0,0.81818181,1.0,22.25,1.8,0.25,0.08750000599999999,7.401109700000001,18.0,27.875,0.08750000599999999,0.13376538,0.20833333,8.751715699999998,24.791666,1.0,1,0.20833333,68.0,4.875,1.0,0.13386749,3,3,-0.26673874,04DPB0038E
85,0.0,0.40000001,0.25,12.75,1.8,0.85000002,0.16190477,7.2368026,10.375,14.0,0.23928572,0.14483611,0.59285712,8.3167629,13.604167000000002,0.67916667,2,0.57499999,39.625,4.125,0.97380954,0.011526004,2,4,-0.43317181,04DPB0047M
86,0.0,0.19047619,1.0,7.75,1.8,1.0,0.0,7.4740458,6.875,15.125,0.0,0.25875953,0.60416669,9.033617,10.9375,0.9375,2,0.60416669,30.0,1.625,0.77068013,0.014537858999999998,1,5,0.12863,04DPB0050Z
87,0.0,0.60000002,1.0,4.75,1.8,0.0,0.0,7.3680553,4.375,4.75,0.0,0.21282895,0.0,8.2369051,4.7708335,0.35,2,0.0,12.875,0.0,0.375,0.0066964286,0,4,-0.070923969,04DPB0062E
88,0.0,0.5466666699999999,1.0,8.875,1.4,0.375,0.16666667,7.3960137,9.625,8.5,0.20833334,0.11609675,0.25,8.490797,9.354167,0.875,1,0.25,28.125,2.0,0.94270831,0.016855294,0,3,-0.22403713,04DPB0063D
89,0.0,0.616666669,1.0,8.625,1.4,0.1875,0.125,7.5649567,7.625,14.625,0.125,0.17326538,0.125,8.7977142,11.604167,1.0,2,0.125,31.625,2.0,0.95133054,0.0070421249,1,4,-0.040640077999999996,04DPB0065B
90,1.0,0.69999999,1.0,10.875,1.8,0.25,0.3125,6.998608099999999,11.0,8.0,0.5,0.12560074,0.16666667,8.474926,10.458333,0.1875,2,0.16666667,31.0,2.25,0.875,0.038391627000000005,1,2,0.12927553,04DPB0069Y
91,1.0,0.46666667,1.0,12.375,1.4,0.5,0.0625,7.1946936,9.625,12.875,0.0625,0.088609226,0.36458334,8.306402199999999,12.5,0.6875,2,0.36458334,38.875,2.875,0.98958331,0.00827426,3,7,0.33563265,04DPB0071M
92,0.0,1.0,1.0,9.5,1.4,0.625,0.125,7.348485,6.875,9.375,0.16666667,0.19943239,0.41666669,8.5090656,8.958333,1.0,1,0.41666669,23.0,2.0,0.86041665,0.0019230769,1,6,0.49998307,04DPB0074J
93,0.0,0.5589743620000001,1.0,3.5,1.8,1.0,0.0,8.0625,3.25,2.0,0.0,0.25307539,0.0625,8.0476189,2.8666668,1.0,2,0.0625,7.875,0.125,1.0,0.018750001000000002,2,5,-0.38410848,04DPB0077G
94,0.0,0.0,1.0,10.625,1.6,0.625,0.77083331,7.0850697,12.625,9.875,1.0625,0.093699537,0.42708334,8.2011061,10.458333,0.91666669,2,0.42708334,30.5,2.25,0.98958331,0.025023041,1,3,0.45349869,04DPB0078F
95,0.0,0.85714287,1.0,5.625,1.8,1.0,0.1875,7.245783800000001,5.25,6.625,0.1875,0.1326663,0.5,8.405555699999999,6.3125,1.0,2,0.5,18.0,1.0,0.109375,0.0,2,3,-1.4673922,04DPB0079E
96,1.0,0.0,1.0,4.5,1.6,0.5,0.375,6.931250099999999,3.875,4.125,0.375,0.11693301,0.0625,8.0803576,4.5833335,1.0,2,0.0625,17.75,0.25,0.984375,0.018518519,1,3,0.15775612,04DPB0081T
97,1.0,0.0,1.0,5.25,1.8,0.5,0.4375,7.4080357999999995,4.75,6.625,0.5625,0.17616725,0.25,8.3391371,5.5416665,0.875,1,0.25,16.25,1.0,0.75,0.0063301283,1,3,-0.31453043,04DPB0084Q
98,0.0,0.52631581,1.0,8.375,1.6,0.875,0.0,7.230689,7.375,7.625,0.0,0.06567640599999999,0.64583337,8.487893099999999,8.0625,0.75,4,0.5625,26.75,1.875,0.875,0.0080175316,0,2,-0.044985339000000006,04DPB0086O
99,0.0,0.80000001,1.0,7.125,1.6,1.0,0.5625,7.0506945000000005,6.5,5.875,0.9375,0.082994767,0.625,8.1564398,6.9285712,1.0,2,0.625,19.25,1.75,0.98979592,0.0023584906,1,1,-0.75342363,04DPB0087N
100,1.0,0.42857143,1.0,22.125,1.2,0.625,0.17514881,7.1879606,19.3125,33.5,0.17514881,0.06549923099999999,0.47881943,8.399106,22.927084,1.0,2,0.47881943,85.0,5.5,0.89990604,0.044203922,1,3,-0.38774148,04DPB0088M
101,1.0,0.8870967750000001,1.0,5.3333335,1.0,1.0,0.0,7.397602099999999,6.0,11.0,0.0,0.059788361,0.38888890000000004,9.210084,9.333333,1.0,2,0.38888890000000004,24.666666,1.0,0.94444442,0.034117572,0,1,0.86992455,04DPB0089L
102,0.0,0.0,0.7875,11.0,1.8,0.75,0.5,7.679999799999999,12.0,16.0,1.5,0.125,0.75,9.1071424,18.666666,0.5,1,0.75,64.0,4.0,0.6875,0.0,1,2,0.024238996000000002,07DPB0569Q
103,0.0,0.75,1.0,4.0,1.4,0.0,0.0,7.400000099999999,2.50452379,5.0,0.0,0.25,0.0,8.75,3.10888893,0.0,1,0.0,8.0,0.0,0.0,0.0,1,0,-1.6591227,07DPB0644G
104,0.0,0.520833338,1.0,7.1428571,1.4,0.71428573,0.0,7.1520562000000005,6.714285899999999,10.428572,0.0,0.18183343,0.35714287,8.5209751,8.8809519,0.71428573,2,0.35714287,23.714285,1.0,0.54545456,0.0,1,0,-1.2828511,07DPB1009N
