,cistern,workingComputers,directivesTeachers,classSize_5,roomQuality,mt_readTeachers,carrMagisterial,meanAge_2,classSize_6,students1,nivelCarrMagis,sexRatio_students,mt_speakStaff,meanAge_3,classSize_prim,graduateTeachers,margina,mt_readStaff,totalGirls,totalTeachers,preschoolAttendance,disabilitiesStudents,extraFacilities,safety,p_mat_std,cct
1185,1.0,0.5,0.0,21.1875,1.4,0.44659093,0.17810315,6.9948158,20.125,35.5,0.17810315,0.11672347,0.38614511,8.2033014,21.947916,0.22518939999999998,2,0.37572843,115.75,10.5,0.875,0.018588336,4,1,-0.70349091,13DPB0151F
1186,1.0,0.5900000029999999,1.0,11.875,1.0,0.8888889000000001,0.0,7.267383099999999,10.625,14.25,0.0,0.14058052,0.44791666,8.8640862,14.291666000000001,0.11111111,1,0.44791666,42.75,2.0,0.83552635,0.0018382353,0,0,-1.5468507,13DPB0153D
1187,1.0,0.2857143,0.0,19.75,1.0,0.63095236,0.013888889,7.1824694000000004,19.3125,30.75,0.013888889,0.12618963,0.44444445,8.4059534,19.458334,0.45550597,1,0.37713674,88.5,7.0,0.88335609,0.0,2,2,-0.94836164,13DPB0155B
1188,0.0,1.0,1.0,3.2857144,1.6,0.0,0.0,7.0,3.4285714999999994,2.75,0.0,0.11131404,0.0,8.0972223,2.7705555800000004,0.142857144,2,0.0,8.25,0.0,1.0,0.0,2,0,-1.0882688,13DPB0156A
1189,0.0,0.5,1.0,10.25,1.4,1.0,0.52083331,7.0187693,9.75,11.375,0.52083331,0.14023128,0.625,8.133977900000001,10.208333,0.625,2,0.625,25.0,1.75,0.89615387,0.0,4,1,-0.40285325,13DPB0157Z
1190,1.0,0.72727275,1.0,3.625,2.0,1.0,0.5,6.760416499999999,3.5,4.0,1.6875,0.12804383,0.3125,7.8633928,3.8125,0.2,2,0.3125,10.75,0.625,0.875,0.0,1,2,-0.36371034,13DPB0158Z
1191,0.0,0.870238099,1.0,2.0,1.4,0.0,0.0,6.979166499999999,2.0,1.0,0.0,0.24375001,0.125,7.888888799999999,1.4444443999999999,1.0,3,0.125,4.5,0.125,1.0,0.013888889,2,1,-0.31512606,13DPB0160N
1192,1.0,0.5,1.0,4.75,1.4,1.0,0.0,7.322916499999999,5.25,5.0,0.0,0.11685333,0.375,8.4156246,5.0833335,0.5,2,0.375,16.0,0.75,0.84375,0.0,2,3,-0.61552346,13DPB0161M
1193,0.0,0.0,0.875,13.25,1.2,1.0416665999999999,0.075000003,6.7868476,14.375,12.125,0.075000003,0.042072307,0.72916669,7.9350085,12.5625,0.23958334,2,0.72916669,41.875,3.625,1.0,0.01182123,1,4,-0.8232705,13DPB0163K
1194,1.0,1.0,0.0,23.0,1.4,0.77367425,0.23333333,6.8239641,22.25,55.125,0.36666667,0.057262242000000005,0.56666666,7.8627672,24.427084,0.3155303,2,0.56666666,139.75,11.125,0.91127878,0.00046296295,6,6,-0.21155088,13DPB0164J
1195,0.0,1.0,1.0,1.5714285,2.0,0.0,0.0,6.9375,1.625,2.0,0.0,0.22916667,0.0,7.916666499999999,1.6333333,0.780000001,3,0.0,4.625,0.0,0.8125,0.025,1,0,-0.34731731,13DPB0165I
1196,0.0,0.585399163,0.42857143,19.25,1.2,1.0,0.053571432999999995,7.0227747,16.25,21.875,0.053571432999999995,0.11856376,0.69583333,8.129333500000001,20.5,0.25,2,0.69583333,63.5,4.375,1.0,0.0,4,1,-0.6723515999999999,13DPB0167G
1197,0.0,1.0,1.0,18.0,1.4,1.0,0.21250001,6.9919848,19.125,15.5,0.21250001,0.11823537,0.72708333,8.1652269,17.291666,0.32291669,2,0.72708333,47.5,3.625,1.0,0.0,2,0,-0.94037843,13DPB0168F
1198,1.0,0.810714287,1.0,5.75535712,1.6,1.0,0.1875,6.851736099999999,4.23166663,8.375,0.1875,0.15208334,0.25,8.0238934,6.479861120000001,0.75,1,0.25,13.75,0.5,0.875,0.0,1,0,-1.2026999,13DPB0169E
1199,0.0,1.0,1.0,7.375,1.2,1.0,0.0625,6.9709821,6.875,7.375,0.0625,0.11590497,0.4375,7.9881945000000005,7.020833500000001,0.16666667,1,0.4375,22.875,0.75,0.984375,0.018528878999999998,2,2,-1.524173,13DPB0171T
1200,1.0,0.40000001,0.5,24.75,1.4,0.83333331,0.11726191,6.9930490999999995,24.125,19.125,0.17083333,0.099564001,0.65952384,8.027703299999999,21.770834,0.28125,2,0.65952384,63.0,4.75,0.98268402,0.0065269102,2,2,-0.65951896,13DPB0172S
1201,0.0,0.0,1.0,14.5,1.2,1.0,0.15625,6.956913,14.125,12.375,0.28125,0.10040532,0.69999999,8.1815462,13.8125,0.16666667,2,0.69999999,44.25,2.875,1.0,0.0,4,4,-1.3749315,13DPB0173R
1202,1.0,0.0,0.875,15.375,1.2,1.0,0.03125,6.984388799999999,13.875,20.75,0.03125,0.16925204,0.75208336,8.0331106,17.5,0.26041669,2,0.75208336,45.0,3.75,1.0,0.0,3,3,-1.2163658000000002,13DPB0174Q
1203,1.0,0.0,0.0,22.0625,1.2,0.94318181,0.0,6.8482084,22.5625,27.875,0.0,0.089967906,0.63474649,8.0385303,22.333334,0.31659904,2,0.63474649,97.25,8.25,0.875,0.0087344162,1,1,-0.22492667,13DPB0176O
1204,0.0,0.5,1.0,17.0,1.4,1.0,0.24166667,6.9877405,16.375,12.625,0.27291667,0.09734533,0.63125002,8.0330992,15.458332999999998,0.42708334,2,0.63125002,44.625,2.75,1.0,0.0,5,3,-0.34108323,13DPB0177N
1205,0.0,0.0,0.875,18.0,1.2,1.0,0.45654762,6.9247513,17.25,20.25,0.54523814,0.088339515,0.7279762,8.02244,18.875,0.41458333,2,0.7279762,52.5,4.25,1.0,0.012174086,2,4,-1.2438252,13DPB0178M
1206,0.0,0.0,1.0,13.375,1.8,1.0,0.0,6.918230099999999,11.75,18.75,0.0,0.13118853,0.54374999,8.1827898,15.166666000000001,0.0625,1,0.54374999,42.875,2.25,0.8888889000000001,0.0022729151,3,2,-1.1386646,13DPB0179L
1207,0.0,0.60000002,1.0,18.125,1.4,1.0,0.18541667,6.8231659,20.375,15.75,0.20625001,0.08621965300000001,0.66458333,8.011795,17.229166,0.37708333,2,0.66458333,50.625,3.75,0.875,0.0025510204,3,1,-0.40595713,13DPB0180A
1208,0.0,0.0,1.0,11.125,1.4,0.9375,0.125,7.0444856,11.0,13.75,0.125,0.097553335,0.54166669,8.1899576,11.395833,0.125,2,0.54166669,31.375,1.75,1.0,0.0068995049,0,0,-1.3116511999999998,13DPB0181Z
1209,1.0,1.0,0.5,18.5625,1.4,1.0,0.19131945,6.853339699999999,20.0,17.875,0.19131945,0.090685599,0.6559028,7.982128599999999,18.322916,0.27083334,2,0.6559028,54.25,4.375,1.0,0.0061407303,3,2,-0.79338318,13DPB0182Z
1210,0.0,0.0,0.0,22.5625,1.8,0.98750001,0.26478732,7.042410899999999,21.3125,32.25,0.55383158,0.066548489,0.756993,8.1620045,22.385417999999998,0.6402778,1,0.756993,112.0,9.0,0.875,0.0,1,2,-0.26370797,13DPB0183Y
1211,0.0,0.5,1.0,13.714285999999998,1.4,1.0,0.21875,6.8832259,13.833332999999998,11.25,0.25,0.071999088,0.64583337,7.933586099999999,12.527778,0.3125,2,0.64583337,30.625,2.125,0.98214287,0.0,5,2,-0.99490923,13DPB0185W
1212,0.0,1.0,1.0,4.0,2.0,0.60000002,1.0,6.962500099999999,3.5714285000000006,4.0,1.5,0.2112131,0.1875,8.1187496,3.9047617999999993,1.0,1,0.1875,9.75,0.625,0.56130952,0.0099921636,1,1,-0.45354977,13DPB0186V
1213,0.0,0.5,0.0,27.875,1.6,1.015625,0.22064394,7.3905802,23.1875,47.75,0.26837122,0.152815,0.75549245,8.5204754,25.979166,0.53188133,1,0.75549245,107.75,7.75,0.95183265,0.0,5,1,-0.92964917,13DPB0187U
1214,1.0,0.5,0.0,28.5625,1.4,0.98750001,0.18295455,7.274698700000001,26.3125,44.625,0.40738636,0.11367401,0.82784092,8.393094099999999,26.875,0.61944449,2,0.82784092,117.875,8.375,0.95972222,0.012261411000000002,3,2,-0.80047524,13DPB0188T
1215,0.0,0.0,1.0,4.625,1.6,1.0,0.0,6.7181549,4.75,2.75,0.0,0.17629419,0.5,7.8461308,4.0625,0.42857143,2,0.5,9.75,0.875,1.0,0.0,2,3,-0.39213583,13DPB0189S
1216,0.0,0.0,1.0,10.0,1.4,1.0,0.0,6.9294147,9.375,7.625,0.0,0.15927869,0.64583337,8.1364956,9.25,0.125,2,0.64583337,28.375,1.875,1.0,0.0,3,7,-1.2017124,13DPB0190H
1217,1.0,0.66666669,0.0,24.75,1.6,1.0,0.125,6.957256299999999,23.375,20.625,0.21428572,0.09634433699999999,0.78571427,8.130536099999999,22.6875,0.29166669,2,0.78571427,66.75,5.5,0.92466462,0.0018248175,4,0,-0.39362484,13DPB0191G
1218,1.0,0.0,1.0,15.125,1.4,0.96875,0.0,6.941052,15.125,15.625,0.0,0.10441325,0.7791667,8.2056379,15.708332999999998,0.38124999,1,0.7791667,51.75,4.125,1.0,0.0040664375,2,3,-0.92122239,13DPB0192F
1219,0.0,0.33333334,0.0,28.75,1.4,1.0,0.14709596,6.900423,25.4375,33.375,0.14709596,0.048001982,0.7378788000000001,8.0239429,24.28125,0.16299604,2,0.7378788000000001,102.125,7.375,1.0,0.007344113199999999,3,3,-1.0337723,13DPB0193E
1220,1.0,0.44444445,0.0,23.849107999999998,1.2,0.85507095,0.066423118,7.2310195,23.616667,169.875,0.11676268,0.13263148,0.82711589,8.516775099999998,24.066982,0.30629963,2,0.71402061,447.125,34.75,0.93744558,0.0030276284000000002,3,5,-0.47208327,13DPB0195C
1221,0.0,0.0,1.0,9.5,1.6,0.875,0.041666668,6.914678100000001,8.75,11.875,0.041666668,0.12733024,0.54166669,8.1872206,10.291667,0.25,1,0.54166669,30.75,1.875,1.0,0.010416667,4,2,-1.4318501000000001,13DPB0196B
1222,0.0,0.33333334,0.0,19.875,1.4,1.025,0.23214287,7.318628299999999,18.125,21.5,0.32142857,0.08534342800000001,0.80357146,8.450002699999999,20.0625,0.06666667,2,0.80357146,57.625,5.5,1.0,0.0033185841,3,0,-0.59101671,13DPB0197A
1223,1.0,1.0,1.0,8.25,1.4,1.0,0.25,7.2424603,7.875,8.0,0.41666669,0.10696496,0.625,8.3870134,8.416667,0.3125,1,0.625,24.0,1.75,0.96875,0.011532344,3,1,-1.0712698999999999,13DPB0198Z
1224,0.0,1.0,1.0,9.625,1.2,0.95833331,0.19791667,7.5394917,8.75,12.25,0.39583334,0.20643041,0.65625,8.734623,11.333333,0.39583334,1,0.65625,36.0,2.125,0.97361112,0.0068791616,3,2,-1.297109,13DPB0199Z
1225,0.0,0.0,1.0,8.125,1.8,1.0,0.0,7.0916667,8.875,5.625,0.0,0.12486286,0.54166669,8.2901783,7.125,0.1875,2,0.54166669,18.125,1.25,1.0,0.0,2,0,-0.81087106,13DPB0200Y
1226,1.0,0.40000001,0.0,26.25,1.4,0.984375,0.013888889,7.364748,31.625,40.25,0.041666668,0.12193965,0.7955808000000001,8.6468,28.0,0.37559524,1,0.7955808000000001,106.25,7.625,0.99365079,0.00053418806,1,0,-1.1156973,13DPB0201X
1227,1.0,0.5714286,0.0,22.5625,1.2,1.0219527,0.082565792,7.190267599999999,22.291666,67.25,0.14506578,0.05545311,0.83421052,8.2076712,23.315970999999998,0.17790112,2,0.83421052,210.0,16.0,1.0,0.0009134383900000001,6,3,-0.97525001,13DPB0202W
1228,0.0,0.71428573,1.0,3.375,1.8,1.0,0.25,6.7833333,3.375,3.25,0.3125,0.10272957,0.5,7.8249998,3.3125,0.875,4,0.5,10.75,1.0,1.0,0.020102339,2,6,0.57728994,13DPB0205T
1229,0.0,0.6666666720000001,1.0,4.125,1.6,1.0,0.5,6.8580356,4.125,6.125,0.5,0.16622475,0.3125,7.947916499999999,4.875,0.0,3,0.3125,10.5,0.625,0.81825399,0.0,2,2,0.28265756,13DPB0206S
1230,1.0,0.83333331,1.0,6.75,1.4,1.125,0.54166669,6.6340432,6.625,6.125,1.375,0.070082217,0.66666669,7.634935899999999,6.583333500000001,0.5,3,0.66666669,19.625,1.875,0.98214287,0.0026041667,4,5,-0.18614002,13DPB0207R
1231,0.0,0.66666669,0.25,10.875,1.4,1.0,0.12723215,6.7098684,12.25,8.125,0.17410715,0.08502965400000001,0.69761908,7.7346783,10.145833,0.58958334,4,0.69761908,25.625,4.875,0.75,0.034576662,6,6,0.21048965,13DPB0209P
1232,0.0,0.85714287,1.0,9.75,1.8,1.0,0.42083335,6.726190600000001,10.375,9.625,0.74166667,0.068200119,0.74166667,7.8135414,9.895833,0.57916665,2,0.74166667,28.75,3.375,1.0,0.0076923077000000005,4,1,-0.71232647,13DPB0210E
1233,0.0,1.0,1.0,3.0,1.3800000000000001,0.0,0.5,6.75,1.5,1.5,0.5,0.32499999,0.0,7.8333330000000005,2.1666665000000003,0.6677083319999999,2,0.0,4.5,0.0,1.0,0.0,1,0,-0.14005364,13DPB0211D
1234,1.0,0.69230771,0.0,11.875,1.6,1.0,0.19642858,6.8757439,12.75,10.0,0.39285716,0.033363484,0.83928573,7.921154,11.020833,0.2,2,0.83928573,31.875,5.875,1.0,0.0039148517,1,3,0.037582789,13DPB0212C
1235,1.0,1.0,1.0,4.375,1.8,0.95833331,0.041666668,6.893055400000001,5.125,4.875,0.083333336,0.11079464,0.625,7.9020834,4.6666665,0.0,2,0.625,14.75,1.875,1.0,0.0,3,2,-0.32918242,13DPB0214A
1236,0.0,1.0,1.0,5.0,2.0,1.0,0.875,6.858333099999999,5.25,2.375,1.7083334,0.18493104,0.45833334,8.044898,5.266666900000001,0.83333331,2,0.45833334,11.75,1.25,1.0,0.047035257999999996,6,1,-0.64630413,13DPB0215Z
1237,0.0,0.33333334,1.0,3.2857144,1.6,1.0,0.25,6.5220237,2.7142856,3.75,0.25,0.08872932900000001,0.25,7.5889883000000005,3.9333334000000004,0.5,2,0.25,10.0,0.5,1.0,0.0,2,1,0.6194491999999999,13DPB0216Z
1238,0.0,0.5714286,1.0,5.0,1.4,1.0,0.90625,6.5812502,5.25,5.0,1.90625,0.066602834,0.54166669,7.6101189,5.2083335,1.0,3,0.54166669,17.125,1.625,1.0,0.0,1,0,0.57097417,13DPB0217Y
1239,0.0,0.5333333339999999,1.0,4.125,1.6,0.85714287,0.0,7.3744049,4.375,3.875,0.0,0.21444494,0.375,8.609523800000002,4.3541665,0.0,2,0.375,12.25,0.875,0.97500002,0.0048076925,0,2,-0.5140452999999999,13DPB0218X
1240,0.0,0.6441176470000001,1.0,9.875,1.2,1.0,0.083333336,7.004447,8.125,7.875,0.083333336,0.22280122,0.66666669,8.234642,9.416667,0.875,2,0.66666669,25.0,2.0,1.0,0.0044642859,2,0,-1.0485359,13DPB0220L
1241,1.0,1.0,1.0,13.125,1.4,1.0,0.27083334,6.8666982999999995,11.375,12.25,0.39583334,0.064698242,0.6875,8.1146469,11.895833,0.41666669,2,0.6875,36.625,2.25,1.0,0.003125,4,1,-1.2190063,13DPB0221K
1242,1.0,1.0,1.0,12.375,1.2,1.0,0.10416667,6.8531494,11.0,16.75,0.16666667,0.08048973200000001,0.70833337,7.982255,14.104166000000001,0.33333334,2,0.70833337,44.5,2.5,0.97916669,0.0,1,1,-1.1059,13DPB0223I
1243,0.0,0.30000001,0.0,15.5,1.2,1.0,0.74404764,6.8199553,15.125,10.625,2.0654762,0.062730744,0.85119045,7.8093615000000005,13.270832999999998,0.5916667,2,0.85119045,36.125,5.75,0.97613639,0.0023148148,6,5,-0.01267613,13DPB0224H
1244,0.0,0.572727275,1.0,4.125,1.8,1.0,0.0625,7.0556545,4.25,3.25,0.25,0.27783641,0.3125,8.081250200000001,4.0,0.5,2,0.3125,7.625,0.5,1.0,0.0,0,1,-0.96613771,13DPB0225G
1245,0.0,1.0,1.0,3.0,1.2,0.0,0.0,6.75,4.0,2.875,0.0,0.11547758,0.0,8.257143,2.6111112000000003,0.0,2,0.0,10.375,0.0,1.0,0.0,2,2,-0.83819848,13DPB0227E
1246,0.0,1.0,1.0,8.375,1.4,1.0,0.1875,7.0657372,7.625,9.75,0.1875,0.07859154,0.54166669,8.1013708,8.708333,0.375,2,0.54166669,28.75,1.25,0.95203233,0.0,1,0,-0.65354347,13DPB0228D
1247,0.0,0.0,1.0,5.875,1.6,1.0,0.10416667,7.267361200000001,6.0,6.25,0.10416667,0.27589285,0.47916669,8.1412201,5.8958335,0.125,2,0.47916669,13.625,1.125,0.91666669,0.0,4,0,-1.3393836000000001,13DPB0229C
1248,0.0,0.655555559,1.0,9.875,2.0,1.0,0.21666667,7.0840621,10.25,9.75,0.30000001,0.096480176,0.68333334,8.3626308,10.229167,0.375,2,0.68333334,25.375,2.25,0.95798612,0.001953125,1,1,-0.63572621,13DPB0230S
1249,0.0,0.0,1.0,7.0,1.2,1.0,0.0,7.047916900000001,6.75,3.5,0.0,0.10076122,0.45833334,8.0375004,5.0416665,0.21428572,2,0.45833334,15.125,1.125,0.9375,0.015187698999999999,2,1,-1.2279861,13DPB0231R
1250,0.0,0.5,0.0,22.75,1.6,1.0208334000000001,0.27529764,7.1429524,22.75,30.0,0.44345239,0.14106236,0.7919147,8.214345,24.71875,0.35639882,2,0.88913691,77.375,6.875,0.97865856,0.0025167784,3,1,-1.076525,13DPB0232Q
1251,0.0,1.0,1.0,6.375,1.2,1.0,0.33333334,6.8940477,6.625,4.625,0.5,0.068310849,0.52083337,7.7619047000000005,5.5208335,1.0,2,0.52083337,16.75,1.375,1.0,0.0048076925,3,0,-0.0888125,13DPB0233P
1252,1.0,1.0,1.0,6.5,1.8,0.75,0.45833334,7.338541499999999,5.875,8.875,0.66666669,0.12376443,0.5,8.3601189,7.4375,0.4375,1,0.41666669,20.0,1.5,0.4375,0.021334412,2,0,-0.45919949,13DPB0235N
1253,1.0,0.0,1.0,12.25,1.2,0.21875,0.45625001,7.0316615,12.5,11.5,0.70625001,0.085947022,0.41875002,8.0250921,12.395833,0.41666666,2,0.175,34.875,3.875,0.95454544,0.006649531,1,0,-0.39976978,13DPB0236M
1254,1.0,0.491806725,0.0,24.5,1.2,0.53518355,0.07053571900000001,7.518906100000001,29.8125,67.875,0.15535715,0.11790156,0.50768399,8.554286,29.159721,0.23585998,1,0.42023811,160.0,10.875,0.64300317,0.00066849217,2,0,-1.0489568999999999,13DPB0238K
1255,0.0,0.33333334,1.0,10.25,1.6,0.85714287,0.0,7.0127997,10.0,11.875,0.0,0.073426709,0.39583334,8.1162682,10.458333,0.33333334,2,0.39583334,32.125,1.625,0.97916669,0.003164557,2,0,-1.1708305,13DPB0239J
1256,1.0,0.75,0.125,29.729165999999996,1.2,0.804304,0.37687415,7.3908309999999995,27.875,77.0,0.87869579,0.062875465,0.66670853,8.5600643,31.09375,0.64922476,2,0.66670853,210.25,12.75,0.42715216,0.0062000528000000004,4,0,-0.54610628,13DPB0240Z
1257,1.0,0.66666669,0.125,27.229165999999996,1.4,0.82967031,0.16941965,7.2569156,26.3125,67.0,0.23348215,0.07685858799999999,0.82328868,8.4190607,27.954860999999998,0.40911174,2,0.71391368,189.125,13.375,0.32557994,0.0033512064,5,2,-0.1547364,13DPB0241Y
1258,0.0,0.391666669,1.0,3.1428571,1.8,0.0,0.5,6.7380952999999995,3.5714285000000006,2.0,0.5,0.14657739,0.0,7.7666664,2.3888887999999997,0.55,2,0.0,7.625,0.0,1.0,0.0,2,2,-0.79375446,13DPB0242X
1259,0.0,1.0,1.0,9.75,1.2,1.0,0.125,7.047633599999999,8.625,11.5,0.125,0.18036585,0.66666669,8.2644958,10.895833999999999,0.0,2,0.66666669,29.5,2.0,1.0,0.021583851,3,4,-1.0666361999999998,13DPB0243W
1260,1.0,1.0,0.375,15.125,1.4,1.0,0.14508928,6.988670299999999,15.5,12.0,0.25669643,0.13920741,0.69776785,7.9987421,13.875,0.16666667,2,0.69776785,35.25,4.0,1.0,0.0037039069,3,1,-0.49807340000000005,13DPB0244V
1261,0.0,0.0,1.0,4.25,1.4,0.5,0.0,7.2430553,4.375,4.875,0.0,0.16208895,0.25,8.2041664,4.5625,0.0,2,0.25,14.75,1.0,0.875,0.02390625,1,0,0.57082182,13DPB0246T
1262,1.0,0.358333334,1.0,3.25,1.4,0.0,0.0,7.59375,3.125,3.125,0.0,0.13939533,0.0,8.40625,3.1041667,0.075,1,0.0,10.875,0.0,0.75,0.054754276,1,2,-0.8802985000000001,13DPB0247S
1263,1.0,0.0,1.0,1.5,1.4,0.0,0.0,7.0,1.6,1.25,0.0,0.33333334,0.0,8.04,1.7419444899999998,0.779166669,3,0.0,3.0,0.0,0.64285713,0.15416667,1,1,0.10104416,13DPB0248R
1264,0.0,0.0,1.0,4.875,1.4,1.0,0.1875,7.040625099999999,5.0,4.375,0.1875,0.09820476199999999,0.5,8.151389100000001,4.8541665,0.0,2,0.5,16.5,1.0,0.875,0.0,0,0,-0.40848896,13DPB0251E
1265,0.0,0.0,1.0,4.5,1.4,1.0,0.0,6.9727678,5.0,5.375,0.0,0.13283764,0.1875,8.1305561,5.0208335,0.0,2,0.1875,13.75,0.375,0.92500001,0.0,2,3,-0.6108585,13DPB0256Z
1266,0.0,0.42857143,0.375,14.5625,1.4,0.94742066,0.54062504,6.8856091,14.25,13.75,0.77767861,0.07089261,0.78392857,7.9777740999999995,14.552082999999998,0.53968257,4,0.78392857,41.875,5.75,1.0,0.0,3,2,0.071355551,13DPB0257Z
1267,1.0,1.0,0.5,14.25,1.2,1.0375,0.035714287000000004,6.8861856,13.25,14.25,0.035714287000000004,0.05662825,0.80535716,7.877346000000001,13.8125,0.11666667,2,0.80535716,39.5,5.125,0.85202205,0.041910298,1,2,0.62156475,13DPB0258Y
1268,1.0,0.0,1.0,7.25,1.0,1.0,0.5,6.7648811,6.875,6.625,1.1666666,0.064562224,0.66666669,7.874495,6.979166499999999,0.4375,2,0.66666669,24.5,2.0,1.0,0.039638385,3,4,-0.34812045,13DPB0262K
1269,0.0,0.90909094,1.0,5.25,1.6,1.0,0.25,6.751637,5.25,5.25,0.375,0.06595901400000001,0.60416669,7.7913194,5.5208335,0.125,3,0.60416669,15.625,1.625,1.0,0.0,4,1,-0.00012779702,13DPB0265H
1270,0.0,0.0,1.0,2.25,1.4,0.0,0.375,6.666666499999999,2.5,1.0,0.625,0.29821429,0.0,7.7619047000000005,1.8333334,0.7125,3,0.0,4.875,0.0,1.0,0.0078125,1,3,-0.77315724,13DPB0267F
1271,0.0,1.0,1.0,2.25,1.6,0.0,0.0,6.885416499999999,2.625,2.25,0.0,0.14063853,0.0,8.354167,2.3125,0.066666667,2,0.0,9.125,0.0,1.0,0.0,2,2,-0.36038664,13DPB0268E
1272,0.0,0.82352942,1.0,6.875,2.0,0.875,0.16666667,6.835714299999999,6.75,5.125,0.16666667,0.12286727,0.5,8.146925,6.3125,0.25,2,0.5,17.75,1.5,0.9375,0.0066773505,5,1,0.07829354,13DPB0269D
1273,1.0,0.83333331,0.0,25.0625,1.4,0.86250001,0.13987419,6.8317909,27.770834000000004,55.75,0.32018399,0.071487464,0.91479301,7.9361291,24.590279000000002,0.49414337,2,0.8002097,149.875,12.875,0.99489796,0.0,3,2,-0.6665715,13DPB0270T
1274,1.0,1.0,1.0,2.75,1.4,1.0,0.0,6.8562498,2.625,3.0,0.0,0.15967262,0.0625,8.0958328,2.7291665000000003,1.0,2,0.0625,8.5,0.125,0.625,0.014705882,3,1,-0.44780216,13DPB0271S
1275,1.0,1.0,1.0,2.875,1.4,0.5,0.0,6.880952400000001,2.25,2.375,0.0,0.17088746,0.125,7.927083500000001,2.6388887999999997,0.341666669,2,0.125,6.75,0.0,0.85714287,0.07360202099999999,2,0,-0.17167969,13DPB0273Q
1276,0.0,0.94736844,0.0,12.125,1.6,1.25,0.44419643,6.7961388,13.875,11.0,0.96651787,0.093536668,0.7901786,7.8300247,11.958333999999999,0.625,3,0.7901786,26.125,5.5,1.0,0.0035323384000000005,5,1,-0.20337725,13DPB0276N
1277,0.0,0.33333334,0.125,12.0,1.2,1.0,0.35416669,6.984499499999999,12.5,14.125,0.61607146,0.10222782,0.85119045,7.923590700000001,12.833333,0.53333336,3,0.85119045,38.125,5.75,0.98750001,0.0,1,0,0.32352903,13DPB0277M
1278,0.0,1.0,1.0,7.5,1.4,1.0,0.52083331,6.976785700000001,6.75,5.75,1.2583333,0.10213453,0.66250002,8.067708,6.4791665,0.6875,4,0.66250002,19.0,2.375,1.0,0.023815334,1,1,0.64156801,13DPB0278L
1279,0.0,0.75,1.0,4.25,1.4,1.0,1.0,6.791666499999999,5.125,3.625,2.6145833,0.11302839,0.63541669,7.9083333,4.0416665,0.58333331,4,0.63541669,12.375,1.875,0.8125,0.0,1,2,0.45570719,13DPB0280Z
1280,0.0,0.0,1.0,5.5,1.4,1.0,0.375,6.8706436,5.375,5.375,1.6875,0.10194328,0.5,8.058608099999999,5.3611112,0.75,2,0.5,15.25,1.0,0.96875,0.0,2,0,-0.098990805,13DPB0282Y
1281,0.0,0.55555558,1.0,12.75,1.4,1.0,0.0,7.115383099999999,12.125,11.125,0.0,0.10420424,0.68125004,8.110973399999999,11.979166000000001,0.44791669,2,0.68125004,37.875,2.625,0.95937502,0.0095469635,6,5,-0.35530308,13DPB0283X
1282,0.0,1.0,1.0,5.25,1.6,1.0,0.6875,6.6526785,5.5,5.125,1.125,0.15890203,0.4375,7.885119,5.2708335,0.5714286,2,0.4375,12.875,0.875,1.0,0.0,1,0,-0.62446469,13DPB0284W
1283,0.0,0.741666669,1.0,3.5,1.8,1.0,0.5,6.75,5.5,7.0,0.5,0.34615386,0.5,8.0428572,6.6666669999999995,0.5,2,0.5,13.0,1.0,1.0,0.0,0,1,-1.2671003,13DPB0286U
1284,0.0,0.45833333400000004,1.0,1.8333334,1.5199999999999998,0.0,0.0,7.666666499999999,1.8571428,1.375,0.0,0.16195437,0.0,8.333333,2.1172619300000006,0.1,1,0.0,5.5,0.0,0.16666667,0.011363637,1,0,0.19802892,13DPB0287T
1285,0.0,0.7207142889999999,1.0,2.1428571,1.2,1.0,0.0,6.590476,3.1428571,2.25,0.0,0.19375001,0.1875,7.619047599999999,2.1111112000000003,0.66666669,2,0.1875,5.75,0.375,1.0,0.023863636,1,0,-1.1003458000000002,13DPB0291F
1286,1.0,0.5,1.0,4.25,1.8,0.60000002,0.0,7.4416666,4.0,3.875,0.0,0.26984128,0.1875,8.3812504,4.0833335,0.0,1,0.1875,9.75,0.625,0.67261904,0.0,2,2,-0.88815778,13DPB0292E
1287,1.0,0.0,1.0,5.5,1.4,0.375,0.0,6.6398811,5.375,5.0,0.0,0.16614583,0.25,7.8328371,5.5625,0.0,1,0.1875,15.375,1.0,1.0,0.01092437,2,0,-1.1012323,13DPB0293D
1288,0.0,0.80000001,0.25,16.0,1.6,0.83333331,0.51711309,6.8636336,17.375,12.375,1.5543154,0.053150576,0.67782736,7.8942356,15.291667000000002,0.44583333,3,0.63095236,49.5,5.75,1.0,0.0,2,2,-0.26159722,13DPB0295B
1289,0.0,1.0,0.125,19.5,1.6,1.0,0.51760912,6.9451394,20.75,16.875,1.3157243,0.0889595,0.73511904,8.050705,19.0625,0.70416665,2,0.73511904,55.75,5.875,1.0,0.0,6,2,-0.92703843,13DPB0296A
1290,0.0,0.0,0.875,11.375,1.4,1.0625,0.18125001,6.7617016,10.75,8.625,0.39375001,0.08974062699999999,0.69999999,7.7797527,10.145833,0.375,2,0.69999999,25.875,2.75,1.0,0.0043481551,5,0,-0.39893433,13DPB0297Z
