Total,cct
-10.0,09PPR0970F
-10.0,29PPR0096J
-10.0,11PPR0990H
-10.0,14PPR0468H
-10.0,23PPR0153Q
-10.0,13PPR0066O
-10.0,16PPR0076S
-10.0,29PPR0085D
-10.0,16PPR0077R
-10.0,16PPR0082C
-10.0,09PPR0949C
-10.0,16PPR0088X
-10.0,16PPR0095G
-10.0,23PPR0164W
-10.0,26PPR0030D
-10.0,16PPR0141B
-10.0,27PPR0068P
-10.0,27PPR0040J
-10.0,09PPR1627A
-10.0,02PPR0175P
-10.0,11PPR0853E
-10.0,02PPR0179L
-10.0,11PPR0729F
-10.0,08PPR2079U
-10.0,15PPR0563K
-10.0,21PPR0912K
-10.0,08PPR2095L
-10.0,02PPR0181Z
-10.0,08PPR2060W
-10.0,07PPR0196X
-10.0,19PPR0918Q
-10.0,24PPR0212O
-10.0,08PPR2064S
-11.0,15PPR2972B
-11.0,16PPR0087Y
-11.0,02PPR0389Q
-11.0,21PPR0797J
-11.0,31PPR0194Z
-11.0,16PPR0259Z
-11.0,31PPR0275J
-11.0,21PPR1020I
-11.0,17PPR0195E
-11.0,15PPR3527Z
-11.0,30PPR3680M
-11.0,05PPR0027D
-11.0,32PPR0162F
-11.0,29PPR0059F
-11.0,04PPR0040Z
-11.0,17PPR0144Y
-11.0,27PPR0066R
-11.0,21PPR0761V
-11.0,02PPR0200Y
-11.0,14PPR0011K
-11.0,16PPR0528D
-11.0,09PPR1287T
-11.0,12PPR0059F
-11.0,28PPR0066Q
-11.0,23PPR0095Q
-11.0,15PPR3251C
-11.0,09PPR1667B
-11.0,09PPR1816T
-11.0,15PPR3619Q
-11.0,12PPR0330Y
-11.0,28PPR0073Z
-11.0,22PPR0234B
-11.0,23PPR0135A
-11.0,15PPR3737E
-11.0,09PPR0573G
-11.0,14PPR0065O
-11.0,16PPR0172V
-11.0,09PPR1465F
-11.0,16PPR0238N
-11.0,02PPR0424F
-11.0,12PPR0416D
-11.0,20PPR0131H
-11.0,11PPR0011N
-11.0,11PPR0915A
-11.0,21PPR1101T
-11.0,22PPR0023Y
-11.0,07PPR0560E
-11.0,19PPR0872L
-11.0,08PPR1887O
-11.0,29PPR0086C
-11.0,15PPR2685I
-11.0,05PPR0308M
-11.0,19PPR0886O
-11.0,26PPR0207A
-11.0,08PPR0012Z
-11.0,21PPR0681J
-11.0,11PPR0490M
-11.0,15PPR2631E
-11.0,15PPR2627S
-11.0,26PPR0199I
-11.0,08PPR0250Z
-11.0,28PPR0332X
-11.0,29PPR0155I
-11.0,11PPR0844X
-11.0,14PPR0647T
-11.0,17PPR0380A
-11.0,17PPR0289T
-11.0,19PPR0879E
-11.0,21PPR1122F
-11.0,11PPR1052U
-11.0,25PPR0087F
-11.0,11PPR0969E
-11.0,07PPR0557R
-11.0,14PPR0216D
-11.0,29PPR0048Z
-11.0,15PPR0539K
-11.0,14PPR0209U
-11.0,06PPR0066E
-11.0,30PPR0015Y
-12.0,09PPR1101Y
-12.0,27PPR0042H
-12.0,29PPR0159E
-12.0,15PPR3670N
-12.0,07PPR0481S
-12.0,07PPR0555T
-12.0,19PPR0946M
-12.0,09PPR0732E
-12.0,24PPR0321V
-12.0,14PPR1542F
-12.0,15PPR3293B
-12.0,21PPR0951M
-12.0,21PPR0962S
-12.0,09PPR1577J
-12.0,13PPR0342B
-12.0,12PPR0347Y
-12.0,21PPR1014Y
-12.0,15PPR3398W
-12.0,11PPR0663N
-12.0,07PPR0559P
-12.0,31PPR0338E
-12.0,15PPR3366D
-12.0,28PPR0171A
-12.0,30PPR3459L
-12.0,19PPR0880U
-12.0,15PPR3699S
-12.0,24PPR0258J
-12.0,11PPR0566L
-12.0,16PPR0186Y
-12.0,11PPR0554G
-12.0,22PPR0049F
-12.0,30PPR3650S
-12.0,02PPR0445S
-12.0,28PPR0067P
-12.0,29PPR0038T
-12.0,29PPR0105A
-12.0,21PPR1084T
-12.0,28PPR0211L
-12.0,09PPR1692A
-12.0,11PPR0158G
-12.0,24PPR0230D
-12.0,10PPR0269M
-12.0,20PPR0109F
-12.0,10PPR0350N
-12.0,15PPR2771E
-12.0,11PPR0128M
-12.0,14PPR0228I
-12.0,17PPR0298A
-12.0,24PPR0363U
-12.0,24PPR0379V
-12.0,17PPR0143Z
-12.0,15PPR3001X
-12.0,17PPR0158A
-12.0,21PPR1003S
-12.0,17PPR0226H
-12.0,28PPR0285C
-12.0,21PPR0753M
-12.0,09PPR1222J
-12.0,11PPR0173Z
-12.0,17PPR0306T
-12.0,09PPR1712Y
-12.0,17PPR0374Q
-12.0,16PPR0013G
-12.0,30PPR3531E
-12.0,24PPR0267R
-12.0,32PPR0049M
-12.0,09PPR1252D
-12.0,21PPR0083N
-12.0,11PPR0951F
-12.0,03PPR0069E
-12.0,23PPR0156N
-12.0,13PPR0274V
-12.0,21PPR1104Q
-12.0,09PPR1526C
-12.0,17PPR0335O
-12.0,16PPR0447T
-12.0,21PPR0817G
-13.0,31PPR0311Y
-13.0,19PPR0955U
-13.0,19PPR0940S
-13.0,11PPR1010V
-13.0,13PPR0170Z
-13.0,15PPR3627Z
-13.0,02PPR0117Z
-13.0,29PPR0183E
-13.0,07PPR0488L
-13.0,17PPR0223K
-13.0,15PPR3655V
-13.0,16PPR0146X
-13.0,24PPR0012Q
-13.0,21PPR0020B
-13.0,01PPR0023L
-13.0,21PPR0023Z
-13.0,08PPR1834J
-13.0,29PPR0062T
-13.0,29PPR0066P
-13.0,27PPR0064T
-13.0,14PPR1306C
-13.0,29PPR0089Z
-13.0,16PPR0011I
-13.0,14PPR1521T
-13.0,11PPR0933Q
-13.0,31PPR0363D
-13.0,14PPR0646U
-13.0,11PPR0922K
-13.0,21PPR0970A
-13.0,20PPR0011V
-13.0,07PPR0576F
-13.0,13PPR0109W
-13.0,15PPR3727Y
-13.0,28PPR0003E
-13.0,14PPR0622K
-13.0,27PPR0072B
-13.0,30PPR3493S
-13.0,09PPR1286U
-13.0,15PPR3328A
-13.0,18PPR0009S
-13.0,09PPR1274P
-13.0,14PPR0166M
-13.0,28PPR0187B
-13.0,09PPR1813W
-13.0,15PPR3283V
-13.0,17PPR0396B
-13.0,28PPR0267N
-13.0,09PPR1822B
-13.0,21PPR0644F
-13.0,17PPR0097D
-13.0,17PPR0076R
-13.0,12PPR0107Z
-13.0,11PPR0399E
-13.0,14PPR0012J
-13.0,26PPR0233Z
-13.0,09PPR0227Y
-13.0,10PPR0005D
-13.0,16PPR0428E
-13.0,30PPR3723U
-13.0,21PPR0719F
-13.0,16PPR0445V
-13.0,15PPR3357W
-13.0,18PPR0041A
-13.0,05PPR0366C
-13.0,09PPR1062M
-13.0,08PPR2077W
-13.0,08PPR2080J
-13.0,13PPR0249W
-13.0,28PPR0099H
-13.0,21PPR1043T
-13.0,09PPR1724C
-13.0,17PPR0224J
-13.0,19PPR0858S
-13.0,13PPR0284B
-13.0,11PPR1057P
-13.0,09PPR1744Q
-13.0,11PPR0671W
-13.0,29PPR0016H
-13.0,21PPR0562W
-13.0,28PPR0145C
-13.0,14PPR0173W
-13.0,15PPR2692S
-13.0,31PPR0251Z
-13.0,15PPR3476J
-14.0,10PPR0344C
-14.0,24PPR0365S
-14.0,11PPR0045D
-14.0,24PPR0376Y
-14.0,11PPR0012M
-14.0,24PPR0006F
-14.0,13PPR0020T
-14.0,09PPR1153D
-14.0,21PPR1121G
-14.0,24PPR0349A
-14.0,21PPR1063G
-14.0,09PPR1657V
-14.0,21PPR1040W
-14.0,11PPR0712F
-14.0,25PPR0109A
-14.0,26PPR0167Q
-14.0,23PPR0038Z
-14.0,09PPR1768Z
-14.0,23PPR0142K
-14.0,26PPR0256J
-14.0,24PPR0225S
-14.0,22PPR0067V
-14.0,21PPR1109L
-14.0,21PPR1076K
-14.0,09PPR1260M
-14.0,11PPR0296I
-14.0,22PPR0115O
-14.0,09PPR1750A
-14.0,14PPR0952B
-14.0,09PPR0232J
-14.0,30PPR0635F
-14.0,09PPR0072M
-14.0,21PPR0862T
-14.0,16PPR0534O
-14.0,03PPR0062L
-14.0,19PPR0916S
-14.0,03PPR0054C
-14.0,13PPR0349V
-14.0,15PPR3257X
-14.0,30PPR0063H
-14.0,30PPR6372A
-14.0,13PPR0344Z
-14.0,21PPR0672B
-14.0,16PPR0394E
-14.0,30PPR6389A
-14.0,02PPR0436K
-14.0,30PPR0026D
-14.0,15PPR3379H
-14.0,02PPR0352C
-14.0,08PPR2100G
-14.0,17PPR0042A
-14.0,15PPR3081Z
-14.0,13PPR0265N
-14.0,21PPR0852M
-14.0,17PPR0389S
-14.0,17PPR0386V
-14.0,21PPR0751O
-14.0,18PPR0074S
-14.0,21PPR0725Q
-14.0,15PPR2137D
-14.0,17PPR0356A
-14.0,14PPR0163P
-14.0,14PPR0148X
-14.0,15PPR1943Z
-14.0,19PPR0186V
-14.0,30PPR3627R
-14.0,05PPR0056Z
-14.0,05PPR0054A
-14.0,15PPR2999I
-14.0,15PPR3029C
-14.0,30PPR1119Z
-14.0,28PPR0243D
-14.0,17PPR0090K
-14.0,28PPR0119E
-14.0,13PPR0299D
-14.0,28PPR0116H
-14.0,15PPR3731K
-14.0,02PPR0134P
-14.0,21PPR0955I
-14.0,14PPR1469N
-14.0,21PPR0959E
-14.0,31PPR0315U
-14.0,13PPR0101D
-14.0,21PPR0971Z
-14.0,15PPR3683R
-14.0,15PPR3701Q
-14.0,15PPR3711X
-14.0,02PPR0063L
-14.0,20PPR0127V
-14.0,15PPR3732J
-14.0,31PPR0343Q
-14.0,15PPR3754V
-14.0,31PPR0378F
-14.0,16PPR0015E
-14.0,32PPR0123D
-14.0,08PPR2027O
-14.0,32PPR0176I
-14.0,27PPR0093O
-14.0,21PPR1002T
-14.0,13PPR0188Z
-14.0,20PPR0135D
-14.0,08PPR2050P
-14.0,08PPR2085E
-14.0,21PPR0913J
-14.0,31PPR0277H
-14.0,29PPR0108Y
-14.0,14PPR0462N
-14.0,08PPR2056J
-14.0,08PPR1779G
-15.0,20PPR0006J
-15.0,29PPR0176V
-15.0,26PPR0079W
-15.0,11PPR0675S
-15.0,13PPR0044C
-15.0,08PPR0011Z
-15.0,19PPR0966Z
-15.0,14PPR0841X
-15.0,08PPR0020H
-15.0,20PPR0040Q
-15.0,30PPR3145L
-15.0,19PPR0108R
-15.0,11PPR0980A
-15.0,19PPR0962D
-15.0,21PPR1098W
-15.0,15PPR0862I
-15.0,14PPR1113O
-15.0,15PPR0004Z
-15.0,19PPR0935G
-15.0,11PPR0940Z
-15.0,11PPR0841Z
-15.0,19PPR0929W
-15.0,26PPR0047D
-15.0,29PPR0097I
-15.0,08PPR1794Z
-15.0,07PPR0454V
-15.0,18PPR0029F
-15.0,27PPR0075Z
-15.0,15PPR2274G
-15.0,15PPR3568Z
-15.0,15PPR3438G
-15.0,23PPR0030G
-15.0,02PPR0241Y
-15.0,15PPR3506N
-15.0,02PPR0212C
-15.0,16PPR0272U
-15.0,02PPR0174Q
-15.0,23PPR0067U
-15.0,09PPR1688O
-15.0,09PPR1685R
-15.0,02PPR0149R
-15.0,22PPR0083M
-15.0,16PPR0228G
-15.0,02PPR0139K
-15.0,09PPR1399X
-15.0,02PPR0116Z
-15.0,09PPR1423G
-15.0,02PPR0057A
-15.0,31PPR0342R
-15.0,23PPR0145H
-15.0,32PPR0120G
-15.0,09PPR1504R
-15.0,09PPR1764D
-15.0,15PPR3431N
-15.0,24PPR0286F
-15.0,16PPR0336O
-15.0,15PPR2577A
-15.0,30PPR3519J
-15.0,15PPR2651S
-15.0,15PPR2652R
-15.0,05PPR0157X
-15.0,11PPR0212K
-15.0,22PPR0129R
-15.0,15PPR2882J
-15.0,09PPR1202W
-15.0,30PPR3687F
-15.0,21PPR0246H
-15.0,30PPR3695O
-15.0,15PPR3245S
-15.0,30PPR6367P
-15.0,16PPR0414B
-15.0,09PPR1267F
-15.0,15PPR3287R
-15.0,24PPR0309Z
-15.0,09PPR1788N
-15.0,09PPR1786P
-15.0,16PPR0348T
-15.0,14PPR0602X
-15.0,23PPR0166U
-15.0,28PPR0325N
-15.0,28PPR0200F
-15.0,27PPR0018H
-15.0,13PPR0287Z
-15.0,28PPR0013L
-15.0,12PPR0394I
-15.0,12PPR0007Z
-15.0,13PPR0306X
-15.0,28PPR0241F
-15.0,21PPR0960U
-15.0,21PPR1092B
-15.0,12PPR0339P
-15.0,26PPR0194N
-15.0,21PPR0697K
-15.0,21PPR0974X
-15.0,21PPR0980H
-15.0,13PPR0255G
-15.0,21PPR0687D
-15.0,26PPR0200H
-15.0,21PPR0979S
-15.0,27PPR0094N
-15.0,08PPR2097J
-15.0,13PPR0030Z
-15.0,28PPR0069N
-15.0,21PPR1097X
-15.0,26PPR0144F
-15.0,21PPR1057W
-15.0,21PPR0944C
-15.0,09PPR0287M
-15.0,21PPR0282M
-15.0,14PPR0487W
-15.0,12PPR0029L
-16.0,15PPR3152C
-16.0,16PPR0514A
-16.0,30PPR3701I
-16.0,17PPR0225I
-16.0,27PPR0129M
-16.0,23PPR0118K
-16.0,04PPR0015Z
-16.0,02PPR0093F
-16.0,21PPR0972Z
-16.0,11PPR0670X
-16.0,21PPR0931Z
-16.0,19PPR0174Q
-16.0,19PPR0176O
-16.0,30PPR3479Z
-16.0,21PPR0694N
-16.0,13PPR0218C
-16.0,09PPR1594Z
-16.0,05PPR0085U
-16.0,11PPR0695F
-16.0,30PPR1806P
-16.0,11PPR0095L
-16.0,16PPR0441Z
-16.0,15PPR3713V
-16.0,15PPR3219U
-16.0,22PPR0185J
-16.0,17PPR0407R
-16.0,02PPR0195C
-16.0,15PPR3107Q
-16.0,24PPR0391Q
-16.0,15PPR2976Y
-16.0,30PPR3618J
-16.0,09PPR1664E
-16.0,02PPR0135O
-16.0,09PPR1141Z
-16.0,15PPR2694Q
-16.0,02PPR0173R
-16.0,22PPR0123X
-16.0,15PPR2670G
-16.0,30PPR3579Y
-16.0,16PPR0219Z
-16.0,17PPR0294E
-16.0,30PPR3666T
-16.0,15PPR3566B
-16.0,21PPR0784F
-16.0,17PPR0290I
-16.0,28PPR0277U
-16.0,15PPR0759W
-16.0,09PPR1184X
-16.0,02PPR0184X
-16.0,17PPR0124K
-16.0,21PPR1037I
-16.0,09PPR1634K
-16.0,13PPR0232W
-16.0,15PPR2271J
-16.0,09PPR1100Z
-16.0,19PPR0865B
-16.0,13PPR0301B
-16.0,24PPR0380K
-16.0,15PPR0003A
-16.0,16PPR0091K
-16.0,30PPR6364S
-16.0,29PPR0043E
-16.0,07PPR0516R
-16.0,21PPR1096Y
-16.0,14PPR1133B
-16.0,22PPR0241L
-16.0,19PPR0957S
-16.0,21PPR1026C
-16.0,26PPR0269N
-16.0,14PPR0379O
-16.0,19PPR0976G
-16.0,19PPR0979D
-16.0,16PPR0145Y
-16.0,31PPR0095Z
-16.0,31PPR0359R
-16.0,29PPR0091O
-16.0,15PPR3360J
-16.0,16PPR0018B
-16.0,08PPR2094M
-16.0,02PPR0301W
-16.0,15PPR7014B
-16.0,20PPR0061C
-16.0,09PPR1000Z
-16.0,19PPR0947L
-16.0,09PPR1282Y
-16.0,07PPR0378F
-16.0,03PPR0061M
-16.0,15PPR0055G
-16.0,21PPR0676Y
-16.0,23PPR0137Z
-16.0,19PPR0901Q
-16.0,15PPR0534P
-16.0,29PPR0042F
-16.0,32PPR0178G
-16.0,16PPR0341Z
-16.0,21PPR1071P
-16.0,11PPR0872T
-16.0,09PPR0901J
-16.0,03PPR0050G
-16.0,08PPR1884R
-16.0,30PPR3907A
-16.0,21PPR0025X
-16.0,02PPR0368D
-17.0,27PPR0028O
-17.0,09PPR1767A
-17.0,12PPR0039S
-17.0,11PPR0046C
-17.0,24PPR0305D
-17.0,02PPR0404S
-17.0,28PPR0141G
-17.0,13PPR0313G
-17.0,30PPR3656M
-17.0,13PPR0308V
-17.0,21PPR0883F
-17.0,16PPR0347U
-17.0,31PPR0303P
-17.0,09PPR1809J
-17.0,30PPR6391P
-17.0,23PPR0036A
-17.0,09PPR1240Z
-17.0,22PPR0235A
-17.0,30PPR3731C
-17.0,21PPR0868N
-17.0,04PPR0013B
-17.0,13PPR0350K
-17.0,22PPR0226T
-17.0,21PPR1069A
-17.0,22PPR0220Z
-17.0,31PPR0256V
-17.0,15PPR3197Z
-17.0,15PPR3259V
-17.0,09PPR1739E
-17.0,13PPR0347X
-17.0,28PPR0194L
-17.0,16PPR0278O
-17.0,15PPR3096A
-17.0,16PPR0405U
-17.0,02PPR0265H
-17.0,12PPR0400C
-17.0,09PPR1324G
-17.0,28PPR0251M
-17.0,15PPR3292C
-17.0,31PPR0290B
-17.0,15PPR3561G
-17.0,24PPR0367Q
-17.0,16PPR0262N
-17.0,08PPR2037V
-17.0,15PPR2887E
-17.0,30PPR0590Z
-17.0,23PPR0143J
-17.0,02PPR0049S
-17.0,21PPR0634Z
-17.0,28PPR0341E
-17.0,13PPR0016G
-17.0,30PPR0151B
-17.0,21PPR1118T
-17.0,15PPR0175T
-17.0,19PPR0951Y
-17.0,07PPR0068B
-17.0,28PPR0326M
-17.0,11PPR0718Z
-17.0,15PPR3719P
-17.0,02PPR0075Q
-17.0,30PPR2309Y
-17.0,19PPR0141Z
-17.0,11PPR0897B
-17.0,26PPR0174Z
-17.0,21PPR0724R
-17.0,13PPR0057G
-17.0,16PPR0132U
-17.0,01PPR0021N
-17.0,11PPR1000O
-17.0,32PPR0126A
-17.0,14PPR1250R
-17.0,21PPR1022G
-17.0,14PPR1428N
-17.0,14PPR1434Y
-17.0,11PPR0911E
-17.0,23PPR0152R
-17.0,01PPR0105V
-17.0,29PPR0101E
-17.0,08PPR2092O
-17.0,24PPR0039X
-17.0,15PPR3756T
-17.0,07PPR0567Y
-17.0,14PPR0264N
-17.0,21PPR1028A
-17.0,09PPR1412A
-17.0,28PPR0289Z
-17.0,28PPR0291N
-17.0,17PPR0388T
-17.0,14PPR0240D
-17.0,21PPR0769N
-17.0,17PPR0293F
-17.0,17PPR0276P
-17.0,17PPR0366H
-17.0,09PPR1631N
-17.0,15PPR3622D
-17.0,15PPR2236D
-17.0,09PPR1156A
-17.0,30PPR3542K
-17.0,30PPR3472F
-17.0,12PPR0012L
-17.0,02PPR0132R
-17.0,05PPR0086T
-17.0,05PPR0078K
-17.0,02PPR0158Z
-17.0,18PPR0056C
-17.0,26PPR0228N
-17.0,15PPR2566V
-18.0,23PPR0024W
-18.0,16PPR0043A
-18.0,09PPR1612Z
-18.0,16PPR0067K
-18.0,09PPR1528A
-18.0,21PPR0948Z
-18.0,15PPR3621E
-18.0,01PPR0060P
-18.0,15PPR3405P
-18.0,16PPR0080E
-18.0,13PPR0056H
-18.0,16PPR0115D
-18.0,16PPR0227H
-18.0,09PPR1361K
-18.0,31PPR0294Y
-18.0,09PPR1403T
-18.0,15PPR3519R
-18.0,13PPR0012K
-18.0,16PPR0295E
-18.0,09PPR1421I
-18.0,15PPR3577H
-18.0,15PPR3667Z
-18.0,16PPR0177Q
-18.0,15PPR3531M
-18.0,15PPR3656U
-18.0,15PPR3474L
-18.0,15PPR3534J
-18.0,21PPR0987A
-18.0,09PPR1448P
-18.0,15PPR3464E
-18.0,15PPR3675I
-18.0,09PPR1642T
-18.0,09PPR0530I
-18.0,15PPR3642R
-18.0,28PPR0223Q
-18.0,02PPR0354A
-18.0,15PPR2615N
-18.0,25PPR0101I
-18.0,19PPR0631N
-18.0,28PPR0309W
-18.0,05PPR0367B
-18.0,05PPR0364E
-18.0,05PPR0354Y
-18.0,21PPR0730B
-18.0,17PPR0400Y
-18.0,17PPR0391G
-18.0,02PPR0401V
-18.0,19PPR0863D
-18.0,15PPR2680N
-18.0,15PPR2683K
-18.0,05PPR0124F
-18.0,11PPR0194L
-18.0,17PPR0320M
-18.0,30PPR3614N
-18.0,17PPR0272T
-18.0,17PPR0251G
-18.0,30PPR3628Q
-18.0,06PPR0063H
-18.0,07PPR0017V
-18.0,05PPR0055Z
-18.0,14PPR1430B
-18.0,26PPR0129N
-18.0,11PPR0989S
-18.0,08PPR1871N
-18.0,14PPR0483Z
-18.0,08PPR1793Z
-18.0,20PPR0099P
-18.0,09PPR0885I
-18.0,29PPR0081H
-18.0,11PPR0954C
-18.0,21PPR0300L
-18.0,25PPR0119H
-18.0,08PPR2062U
-18.0,08PPR2066Q
-18.0,14PPR0451H
-18.0,14PPR0424K
-18.0,20PPR0001O
-18.0,09PPR0998L
-18.0,14PPR0352H
-18.0,21PPR0673A
-18.0,07PPR0375I
-18.0,15PPR2901H
-18.0,12PPR0019E
-18.0,28PPR0260U
-18.0,15PPR3026F
-18.0,09PPR1285V
-18.0,02PPR0416X
-18.0,28PPR0184E
-18.0,30PPR6356J
-18.0,30PPR3729O
-18.0,16PPR0435O
-18.0,15PPR3175N
-18.0,30PPR3706D
-18.0,17PPR0027I
-18.0,28PPR0219D
-18.0,11PPR0996B
-18.0,10PPR0351M
-18.0,30PPR3484K
-18.0,11PPR0019F
-18.0,30PPR3667S
-18.0,05PPR0041X
-18.0,24PPR0371C
-18.0,14PPR0096H
-18.0,15PPR2954M
-19.0,09PPR5158Z
-19.0,13PPR0059E
-19.0,17PPR0198B
-19.0,21PPR1068B
-19.0,16PPR0370V
-19.0,21PPR1066D
-19.0,15PPR3618R
-19.0,21PPR1105P
-19.0,20PPR0005K
-19.0,13PPR0339O
-19.0,16PPR0056E
-19.0,21PPR0899G
-19.0,15PPR3274N
-19.0,12PPR0024Q
-19.0,19PPR0950Z
-19.0,23PPR0155O
-19.0,09PPR1796W
-19.0,20PPR0118N
-19.0,11PPR0970U
-19.0,11PPR1005J
-19.0,11PPR0972S
-19.0,16PPR0323K
-19.0,12PPR0371Y
-19.0,14PPR0818W
-19.0,21PPR0137A
-19.0,14PPR0505V
-19.0,16PPR0329E
-19.0,16PPR0130W
-19.0,21PPR0629N
-19.0,13PPR0173X
-19.0,15PPR3482U
-19.0,16PPR0258A
-19.0,21PPR0803D
-19.0,11PPR0224P
-19.0,21PPR0770C
-19.0,14PPR0207W
-19.0,21PPR0853L
-19.0,15PPR3545P
-19.0,15PPR2264Z
-19.0,14PPR0242B
-19.0,13PPR0182E
-19.0,21PPR0860V
-19.0,15PPR3111C
-19.0,11PPR0604Y
-19.0,15PPR3624B
-19.0,11PPR1044L
-19.0,15PPR1823N
-19.0,15PPR3523D
-19.0,12PPR0023R
-19.0,11PPR0700A
-19.0,19PPR0862E
-19.0,19PPR0862E
-19.0,21PPR0923Q
-19.0,15PPR2808B
-19.0,12PPR0405Y
-19.0,15PPR3208O
-19.0,19PPR0913V
-19.0,10PPR0017I
-19.0,11PPR0877O
-19.0,23PPR0140M
-19.0,15PPR3483T
-19.0,13PPR0085C
-19.0,16PPR0128H
-19.0,30PPR3647E
-19.0,24PPR0392P
-19.0,25PPR0154N
-19.0,30PPR3727Q
-19.0,07PPR0519O
-19.0,28PPR0296I
-19.0,27PPR0077X
-19.0,28PPR0293L
-19.0,08PPR2088B
-19.0,08PPR2070C
-19.0,09PPR1082Z
-19.0,29PPR0163R
-19.0,09PPR0193Y
-19.0,31PPR0209K
-19.0,30PPR1631Q
-19.0,31PPR0239E
-19.0,28PPR0347Z
-19.0,02PPR0237L
-19.0,30PPR3462Z
-19.0,09PPR0256T
-19.0,02PPR0130T
-19.0,05PPR0349M
-19.0,31PPR0372L
-19.0,28PPR0202D
-19.0,24PPR0281K
-19.0,31PPR0323C
-19.0,08PPR1882T
-19.0,31PPR0335H
-19.0,08PPR0761A
-19.0,02PPR0067H
-19.0,30PPR3620Y
-19.0,02PPR0041Z
-19.0,29PPR0013K
-19.0,01PPR0033S
-19.0,30PPR3664V
-19.0,09PPR0883K
-19.0,28PPR0301D
-19.0,30PPR3690T
-19.0,07PPR0547K
-19.0,04PPR0070T
-19.0,08PPR1816U
-19.0,09PPR0112X
-20.0,14PPR0815Z
-20.0,14PPR0290L
-20.0,17PPR0121N
-20.0,26PPR0156K
-20.0,16PPR0517Y
-20.0,21PPR0882G
-20.0,15PPR3659R
-20.0,15PPR3605N
-20.0,13PPR0338P
-20.0,09PPR1233P
-20.0,22PPR0228R
-20.0,15PPR3575J
-20.0,17PPR0397A
-20.0,10PPR0030C
-20.0,10PPR0041I
-20.0,05PPR0368A
-20.0,15PPR3661F
-20.0,15PPR3660G
-20.0,13PPR0297F
-20.0,30PPR2758C
-20.0,23PPR0068T
-20.0,14PPR1535W
-20.0,09PPR1699U
-20.0,15PPR3709I
-20.0,19PPR0098A
-20.0,15PPR2938V
-20.0,08PPR1874K
-20.0,12PPR0027N
-20.0,19PPR0041Z
-20.0,21PPR0834X
-20.0,21PPR0031H
-20.0,09PPR1736H
-20.0,14PPR0882X
-20.0,30PPR3642J
-20.0,15PPR3678F
-20.0,26PPR0267P
-20.0,11PPR1048H
-20.0,15PPR3662E
-20.0,29PPR0037U
-20.0,02PPR0221K
-20.0,28PPR0144D
-20.0,15PPR2781L
-20.0,15PPR3330P
-20.0,14PPR1494M
-20.0,11PPR0699B
-20.0,12PPR0362Q
-20.0,09PPR0480R
-20.0,30PPR6360W
-20.0,30PPR3743H
-20.0,12PPR0369J
-20.0,21PPR1046Q
-20.0,02PPR0421I
-20.0,17PPR0313C
-20.0,16PPR0427F
-20.0,17PPR0311E
-20.0,25PPR0151Q
-20.0,15PPR3146S
-20.0,09PPR0956M
-20.0,16PPR0433Q
-20.0,15PPR3224F
-20.0,12PPR0361R
-20.0,11PPR0484B
-20.0,21PPR0904B
-20.0,19PPR0948K
-20.0,10PPR0279T
-20.0,09PPR0963W
-20.0,09PPR1488Q
-20.0,31PPR0259S
-20.0,20PPR0048I
-20.0,15PPR3463F
-20.0,15PPR3435J
-20.0,07PPR0544N
-20.0,09PPR1139K
-20.0,08PPR2061V
-20.0,14PPR0488V
-20.0,30PPR3545H
-20.0,11PPR0214I
-20.0,14PPR0377Q
-20.0,17PPR0250H
-20.0,09PPR1128E
-20.0,21PPR0621V
-20.0,15PPR3377J
-20.0,15PPR3384T
-20.0,09PPR1166H
-20.0,14PPR0268J
-20.0,23PPR0105G
-20.0,30PPR0642P
-20.0,21PPR0747B
-20.0,07PPR0024E
-20.0,19PPR0900R
-20.0,19PPR0881T
-20.0,23PPR0132D
-20.0,23PPR0157M
-20.0,15PPR1056M
-20.0,29PPR0076W
-20.0,09PPR0145O
-20.0,23PPR0094R
-20.0,23PPR0111R
-20.0,24PPR0215L
-20.0,09PPR1641U
-20.0,31PPR0366A
-20.0,29PPR0071A
-20.0,31PPR0355V
-20.0,09PPR1655X
-20.0,16PPR0096F
-20.0,21PPR0777W
-20.0,28PPR0284D
-21.0,15PPR1465Q
-21.0,17PPR0377N
-21.0,24PPR0041L
-21.0,30PPR3634A
-21.0,16PPR0248U
-21.0,19PPR0926Z
-21.0,15PPR3136L
-21.0,17PPR0116B
-21.0,09PPR1187U
-21.0,26PPR0176Y
-21.0,05PPR0244S
-21.0,31PPR0317S
-21.0,31PPR0318R
-21.0,30PPR0583Q
-21.0,29PPR0012L
-21.0,09PPR1321J
-21.0,08PPR2016I
-21.0,08PPR1840U
-21.0,27PPR0046D
-21.0,05PPR0114Z
-21.0,15PPR2617L
-21.0,10PPR0034Z
-21.0,05PPR0101V
-21.0,24PPR0385F
-21.0,30PPR3716K
-21.0,07PPR0291A
-21.0,21PPR0924P
-21.0,15PPR3595X
-21.0,24PPR0015N
-21.0,08PPR0425Z
-21.0,20PPR0116P
-21.0,15PPR3443S
-21.0,09PPR1824B
-21.0,15PPR2607E
-21.0,02PPR0148S
-21.0,29PPR0078U
-21.0,10PPR0032A
-21.0,15PPR0031X
-21.0,08PPR2044E
-21.0,24PPR0389B
-21.0,09PPR0891T
-21.0,17PPR0249S
-21.0,07PPR0508I
-21.0,21PPR1093A
-21.0,16PPR0324J
