Total,cct
7.0,03DPR0150A
7.0,03DPR0332J
7.0,03DPR0284Q
6.0,03DPR0138F
6.0,03DPR0212X
6.0,03DPR0333I
6.0,03DPR0012Z
6.0,03DPR0411W
6.0,03DPR0003R
5.0,03DPR0383Q
5.0,03DPR0386N
5.0,03DPR0224B
5.0,03DPR0298T
5.0,03DPR0273K
5.0,03DPR0438C
4.0,03DPR0368Y
4.0,03EPR0026A
4.0,03EPR0040U
4.0,03DPR0206M
4.0,03DPR0283R
4.0,03EPR0066B
4.0,03EPR0023D
4.0,03EPR0019R
3.0,03DPR0348K
3.0,03PPR0069E
3.0,03DPR0334H
3.0,03EPR0028Z
3.0,03DPR0351Y
3.0,03DPR0171N
2.0,03EPR0002R
2.0,03DPR0431J
2.0,03EPR0048M
2.0,03EPR0052Z
2.0,03DPR0385O
2.0,03DPR0004Q
2.0,03DPR0425Z
2.0,03DPR0405L
2.0,03EPR0038F
2.0,03DPR0245O
2.0,03EPR0029Y
2.0,03EPR0018S
2.0,03DPR0439B
1.0,03DPR0280U
1.0,03EPR0043R
1.0,03DPR0129Y
1.0,03DPR0342Q
1.0,03DPR0169Z
0.0,03DPR0379D
0.0,03EPR0005O
0.0,03EPR0064D
0.0,03DPR0126A
0.0,03DPR0337E
0.0,03DPR0339C
0.0,03DPR0210Z
0.0,03DPR0179F
0.0,03DPR0188N
0.0,03DPR0367Z
0.0,03DPR0192Z
0.0,03DPR0197V
0.0,03EPR0021F
0.0,03DPR0358R
0.0,03DPR0297U
-1.0,03EPR0016U
-1.0,03DPR0375H
-1.0,03DPR0265B
-1.0,03DPR0110Z
-1.0,03DPR0101S
-1.0,03DPR0010A
-2.0,03DPR0226Z
-2.0,03DPR0250Z
-2.0,03EPR0022E
-2.0,03EPR0014W
-2.0,03DPR0309I
-2.0,03DPR0186P
-2.0,03DPR0421C
-2.0,03DPR0242R
-3.0,03DPR0306L
-4.0,03EPR0037G
-4.0,03DPR0316S
-4.0,03DPR0380T
-4.0,03DPR0418P
-4.0,03EPR0008L
-4.0,03EPR0009K
-4.0,03DPR0257T
-4.0,03DPR0277G
-5.0,03DPR0279E
-5.0,03EPR0031M
-5.0,03DPR0340S
-5.0,03PPR0064J
-5.0,03PPR0018Y
-5.0,03DPR0403N
-5.0,03DPR0013Y
-6.0,03EPR0049L
-6.0,03EPR0055W
-6.0,03DPR0355U
-6.0,03DPR0400Q
-6.0,03DPR0246N
-7.0,03DPR0397T
-7.0,03EPR0012Y
-7.0,03DPR0184R
-7.0,03DPR0376G
-7.0,03DPR0346M
-7.0,03EPR0025B
-7.0,03PPR0048S
-7.0,03EPR0054X
-7.0,03DPR0253X
-7.0,03DPR0238E
-7.0,03DPR0404M
-7.0,03DPR0314U
-7.0,03EPR0059S
-8.0,03DPR0148M
-8.0,03DPR0276H
-9.0,03DPR0215U
-9.0,03DPR0251Z
-9.0,03EPR0042S
-9.0,03DPR0241S
-9.0,03PPR0045V
-9.0,03DPR0198U
-9.0,03DPR0178G
-9.0,03DPR0157U
-9.0,03DPR0359Q
-9.0,03DPR0119R
-9.0,03DPR0294X
-10.0,03DPR0308J
-10.0,03DPR0415S
-10.0,03EPR0065C
-10.0,03EPR0056V
-10.0,03DPR0256U
-10.0,03EPR0033K
-10.0,03DPR0292Z
-11.0,03DPR0304N
-11.0,03DPR0293Y
-11.0,03DPR0344O
-11.0,03DPR0354V
-11.0,03DPR0372K
-11.0,03EPR0004P
-11.0,03DPR0417Q
-11.0,03DPR0261F
-11.0,03DPR0326Z
-12.0,03DPR0136H
-12.0,03PPR0031S
-12.0,03PPR0016Z
-12.0,03DPR0200S
-12.0,03DPR0399R
-13.0,03DPR0338D
-13.0,03DPR0433H
-14.0,03DPR0302P
-14.0,03DPR0002S
-14.0,03DPR0432I
-14.0,03DPR0161G
-14.0,03PPR0044W
-14.0,03EPR0020G
-15.0,03EPR0001S
-15.0,03PPR0028E
-16.0,03DPR0170O
-16.0,03DPR0422B
-16.0,03DPR0255V
-16.0,03DPR0259R
-17.0,03PPR0041Z
-18.0,03PPR0043X
-18.0,03PPR0013C
-18.0,03PPR0070U
-18.0,03PPR0023J
-18.0,03DPR0401P
-18.0,03DPR0381S
-18.0,03EPR0003Q
-18.0,03EPR0030N
-18.0,03DPR0153Y
-18.0,03DPR0123D
-19.0,03PPR0071T
-19.0,03DPR0208K
-21.0,03PPR0002X
-21.0,03PPR0042Y
-22.0,03DPR0413U
-22.0,03PPR0032R
-23.0,03PPR0072S
-23.0,03PPR0038L
-23.0,03PPR0056A
-24.0,03PPR0010F
-24.0,03PPR0005U
-24.0,03PPR0015A
-25.0,03PPR0063K
-25.0,03PPR0054C
-25.0,03PPR0020M
-25.0,03PPR0061M
-25.0,03PPR0065I
-25.0,03PPR0021L
-25.0,03PPR0059Y
-26.0,03PPR0068F
-26.0,03PPR0007S
-26.0,03PPR0019X
-26.0,03PPR0057Z
-26.0,03PPR0058Z
-26.0,03PPR0046U
-27.0,03PPR0040Z
-27.0,03PPR0050G
-27.0,03PPR0052E
-27.0,03PPR0053D
-28.0,03PPR0001Y
-28.0,03PPR0037M
-28.0,03PPR0062L
-29.0,03PPR0055B
-30.0,03PPR0047T
-32.0,03PPR0004V
-32.0,03PPR0034P
-32.0,03PPR0009Q
-33.0,03PPR0006T
-33.0,03PPR0066H
-34.0,03PPR0033Q
-35.0,03PPR0060N
-35.0,03PPR0035O
-39.0,03PPR0011E
-40.0,03PPR0036N
-40.0,03PPR0067G
